FPOGX,FPOGY,FPOGD
15,5,0.2312
9,10,0.29565
2,15,0.24658
3,15,0.42712
13,5,0.29578
17,13,0.24634
10,12,0.2135
5,9,0.21362
3,7,0.26306
2,8,0.31226
15,6,0.31201
17,5,0.39453
9,7,0.27917
5,8,0.22986
4,9,0.32874
15,6,0.73926
10,11,0.22998
3,4,0.4104
4,4,0.29578
9,8,0.42712
8,9,0.21375
6,15,0.2627
4,12,0.21375
2,9,0.2135
7,9,0.18066
14,8,0.77185
12,5,0.19714
10,3,0.24646
2,8,0.27942
2,8,0.24634
12,7,0.34497
16,12,0.47644
11,9,0.19727
6,5,0.27942
3,4,0.2301
3,3,0.24609
15,14,0.18066
17,8,0.19714
16,7,0.4762
6,11,0.21313
3,10,0.27942
15,11,0.22998
18,13,0.42712
16,14,0.2793
10,12,0.2467
6,10,0.19714
4,9,0.36133
16,11,0.34509
18,9,0.41052
14,6,0.1969
9,5,0.24646
3,13,0.42712
3,13,0.26282
14,9,0.28003
16,13,0.24646
14,14,0.21326
8,11,0.21387
4,8,0.24646
7,8,0.19714
13,9,0.27942
17,9,0.29578
17,5,0.31201
5,9,0.41052
3,9,0.37781
11,5,0.26318
17,13,0.31213
17,14,0.2793
10,13,0.23145
6,12,0.21362
3,11,0.23035
7,9,0.24634
18,7,0.39441
16,9,0.22998
11,14,0.2301
5,13,0.26245
3,11,0.32849
14,6,0.27917
17,14,0.39429
17,13,0.22986
10,7,0.22998
4,5,0.27917
3,7,0.29578
10,13,0.19702
16,6,0.2467
17,5,0.42712
10,4,0.24683
6,4,0.22986
4,6,0.24658
17,5,0.22974
17,4,0.46008
11,7,0.24646
7,8,0.21338
3,11,0.41077
15,7,0.29578
17,5,0.41089
14,14,0.2135
7,12,0.09851
4,5,0.34473
2,4,0.27942
15,12,0.22998
17,11,0.26257
16,7,0.2135
10,5,0.26257
4,11,0.32861
6,8,0.19714
10,4,0.24646
15,7,0.32861
15,11,0.2135
6,3,0.31201
4,6,0.19727
12,9,0.2135
16,10,0.34473
11,14,0.22986
8,12,0.21338
4,10,0.19702
3,8,0.21362
14,9,0.34497
18,13,0.39392
12,13,0.24634
9,11,0.21362
5,9,0.21362
3,7,0.26257
13,9,0.32837
18,14,0.32849
16,13,0.22998
10,5,0.26282
3,2,0.42725
15,9,0.50916
14,11,0.24597
8,15,0.29578
3,8,0.2793
5,7,0.2135
14,8,0.24646
17,15,0.52576
10,11,0.22998
5,8,0.19714
3,7,0.27942
16,8,0.36169
14,6,0.2793
8,5,0.29541
3,8,0.34485
15,13,0.34509
18,14,0.4436
11,12,0.24646
8,13,0.24487
6,12,0.32849
10,12,0.19714
17,10,0.37793
9,5,0.24634
6,4,0.26282
3,2,0.39417
13,7,0.37769
13,4,0.32861
7,13,0.2467
3,14,0.36157
3,12,0.24646
10,10,0.37769
15,12,0.26294
7,16,0.2793
3,10,0.39441
3,8,0.26294
10,6,0.26257
16,10,0.36133
10,13,0.27917
6,11,0.21375
2,9,0.24634
5,10,0.19714
14,10,0.26294
17,7,0.42712
11,5,0.29578
8,5,0.2301
5,6,0.52551
15,11,0.37769
17,14,0.34497
4,5,0.198
6,19,0.72266
9,2,0.31213
10,1,0.31201
