FPOGX,FPOGY,FPOGD
10,0,0.16412
10,0,0.23004
9,7,0.4108
3,11,0.23013
2,13,0.40976
10,4,0.27933
17,7,0.52591
10,9,0.29605
3,11,0.26273
2,11,0.3447
9,5,0.26288
17,10,0.34518
15,12,0.19724
7,4,0.27911
3,6,0.24637
2,9,0.26294
17,5,0.32883
17,4,0.24622
9,5,0.24637
4,11,0.2135
2,13,0.27924
8,5,0.2301
14,7,0.2135
17,14,0.36136
10,4,0.26273
3,11,0.21335
2,15,0.29562
11,6,0.36133
18,5,0.29575
15,6,0.19699
9,4,0.24634
6,3,0.21347
3,3,0.29565
11,9,0.29562
18,8,0.27911
16,4,0.22974
9,6,0.21335
4,13,0.21335
2,15,0.36151
10,5,0.04922
16,5,0.19684
17,7,0.0491
14,13,0.21347
7,12,0.08212
2,12,0.26291
2,9,0.23001
9,4,0.29575
17,13,0.31201
15,8,0.19736
9,3,0.22998
3,14,0.21378
3,14,0.19702
9,8,0.19727
14,12,0.21375
17,13,0.29559
10,10,0.21396
4,5,0.27911
4,5,0.22986
11,7,0.19708
14,13,0.22989
18,8,0.19748
13,5,0.19714
7,9,0.19681
3,15,0.23004
2,14,0.23001
11,5,0.22998
15,4,0.21347
17,5,0.2464
9,3,0.22992
4,7,0.21326
3,8,0.24643
9,4,0.29562
17,12,0.37802
8,6,0.19711
5,4,0.23001
2,5,0.23016
12,5,0.21359
16,7,0.32846
9,10,0.19711
4,13,0.2139
3,14,0.37781
10,13,0.2135
15,12,0.2135
16,11,0.21365
10,10,0.19696
3,14,0.50894
12,13,0.29562
17,6,0.22906
14,5,0.21362
10,5,0.23016
3,13,0.24637
3,12,0.2135
12,4,0.21347
15,6,0.19687
17,12,0.19702
12,12,0.19699
8,11,0.19711
3,6,0.26285
4,5,0.22998
12,10,0.19727
17,10,0.26172
11,5,0.32846
3,13,0.19724
2,14,0.24652
9,6,0.263
18,12,0.24652
17,12,0.24667
12,8,0.19711
3,11,0.19684
3,12,0.27924
10,13,0.3284
17,14,0.32849
15,12,0.19711
6,3,0.29544
4,3,0.32828
4,4,0.24652
11,5,0.26318
17,8,0.45999
13,8,0.23013
4,12,0.21362
2,13,0.60794
12,4,0.24637
17,5,0.24658
16,13,0.28015
4,8,0.32849
2,8,0.32843
4,6,0.19696
9,3,0.27921
17,9,0.31213
15,12,0.19714
5,5,0.263
2,3,0.26273
3,3,0.27942
10,3,0.24637
18,5,0.36163
16,5,0.21378
8,2,0.24649
3,3,0.26288
3,5,0.19662
13,8,0.19699
18,10,0.32782
12,4,0.19711
8,7,0.19708
3,12,0.29562
3,10,0.19696
9,3,0.2959
18,13,0.36179
16,12,0.19711
8,4,0.3121
2,13,0.36172
12,8,0.21332
16,15,0.29578
17,15,0.2959
6,4,0.24634
3,4,0.60803
13,10,0.26456
17,14,0.32852
9,13,0.21378
4,15,0.26288
3,14,0.39417
11,5,0.22977
14,6,0.21329
17,11,0.34488
9,10,0.32864
4,10,0.26279
3,9,0.1972
4,8,0.08209
11,10,0.19727
17,8,0.24612
15,6,0.21347
9,3,0.19629
4,3,0.29575
2,3,0.37772
14,12,0.24622
17,10,0.22971
14,4,0.29553
7,8,0.24646
2,14,0.29483
4,13,0.19711
10,6,0.19696
13,5,0.21344
17,11,0.19699
16,11,0.21359
10,8,0.21375
3,11,0.22989
3,13,0.24637
11,6,0.21375
14,6,0.22952
18,10,0.23001
15,11,0.21362
8,11,0.19714
4,8,0.21365
