FPOGX,FPOGY,FPOGD
7,6,0.54227
6,12,0.31181
7,11,0.37753
10,13,0.23
13,8,0.21336
8,14,0.32849
6,15,0.27916
7,15,0.26288
6,14,0.45988
7,16,0.37773
9,18,0.26286
9,18,0.46011
7,18,0.29561
9,16,0.21349
9,8,0.29576
9,7,0.31183
10,15,0.90337
9,17,0.4268
10,16,0.73926
10,17,0.37759
10,17,0.36131
9,18,0.50912
10,17,0.42714
11,16,0.04912
8,7,0.19701
11,15,0.24634
11,9,0.34514
12,7,0.47636
12,12,0.19708
11,17,0.59163
10,14,0.1147
8,10,0.21347
7,18,0.3121
6,17,0.36133
6,10,0.23013
6,10,0.22998
9,15,0.08214
15,5,0.24525
13,9,0.19711
6,15,0.50935
7,13,0.21375
7,14,0.24666
8,15,0.41077
7,15,0.27951
11,8,0.263
8,3,0.36148
9,16,0.41074
9,16,0.2135
10,15,0.26257
7,12,0.19699
7,12,0.22984
9,16,0.27937
10,14,0.08212
8,3,0.26277
10,6,0.27896
10,16,0.24651
10,14,0.31213
9,15,0.36136
6,15,0.27882
7,5,0.29576
7,5,0.36134
6,4,0.80496
6,7,0.65712
6,9,0.23
6,16,0.64011
8,16,0.2301
10,17,0.24637
10,14,0.11513
9,6,0.31247
9,16,0.2791
7,16,0.22983
8,13,0.19711
9,8,0.57475
8,15,0.23
6,13,0.22984
7,12,0.21352
9,15,0.44348
9,16,0.41058
10,6,0.21361
11,8,0.39384
11,7,0.34499
10,15,0.29602
11,13,0.28
10,17,0.50923
10,17,0.29564
9,16,0.23114
9,8,0.32846
9,16,0.52592
9,5,0.50926
12,6,0.34486
12,7,0.50932
11,17,0.345
11,17,0.41077
9,17,0.26288
8,17,0.4435
8,8,0.44353
9,16,0.34497
9,15,0.29588
9,9,0.55847
9,17,0.47623
9,16,0.34502
10,14,0.39417
9,16,0.37787
8,6,0.31242
10,12,0.19714
10,15,0.1973
8,12,0.36151
8,17,0.26297
7,18,0.60788
7,15,0.26273
6,7,0.46002
6,10,0.21582
6,13,0.4762
6,17,0.39441
10,9,0.21362
11,6,0.22983
11,13,0.21332
10,8,0.34473
11,15,0.3945
11,17,0.44443
10,9,0.21371
9,3,0.44318
12,7,0.31198
12,16,0.26328
12,8,0.32861
11,16,0.29654
8,18,0.22998
8,17,0.31073
8,11,0.22998
7,9,0.26242
8,15,0.27942
7,14,0.19742
6,17,0.49286
8,5,0.24649
10,15,0.39438
8,6,0.34485
9,8,0.23029
9,11,0.263
9,10,0.32864
9,14,0.29523
7,16,0.31226
6,12,0.1973
6,5,0.29575
5,6,0.45984
5,7,0.21332
6,18,0.31183
6,17,0.27936
7,18,0.13153
8,8,0.19714
8,17,0.32837
11,17,0.75574
9,7,0.42715
10,1,0.62427
