FPOGX,FPOGY,FPOGD
10,0,0.50946
9,7,0.37769
7,9,0.27917
10,7,0.427
7,13,0.29578
2,14,0.36121
3,12,0.21338
7,11,0.21344
16,10,0.21344
16,8,0.31201
11,7,0.23035
5,7,0.2464
2,7,0.36151
8,4,0.27905
15,10,0.26276
17,11,0.37799
9,12,0.23004
4,10,0.24652
2,10,0.37775
10,4,0.26318
17,10,0.32861
16,10,0.26276
8,13,0.19684
3,13,0.2298
2,12,0.37787
9,10,0.21338
13,10,0.2132
17,9,0.39453
10,9,0.24652
3,11,0.27936
2,12,0.16425
11,5,0.2464
17,11,0.24652
17,12,0.2301
9,8,0.19788
4,4,0.31213
3,4,0.31213
12,10,0.31213
17,9,0.31213
14,5,0.19702
8,6,0.21338
3,12,0.2135
2,12,0.26239
7,4,0.21362
9,4,0.09851
17,10,0.21375
10,5,0.22974
6,7,0.21362
2,15,0.22998
5,12,0.19696
11,5,0.29602
16,6,0.22968
15,8,0.21362
5,7,0.24677
2,6,0.24622
3,5,0.24652
11,6,0.21344
16,10,0.21375
18,12,0.24622
17,12,0.32849
5,9,0.21387
3,11,0.37769
10,4,0.18079
16,4,0.22998
16,5,0.27905
9,7,0.19702
3,10,0.24634
2,12,0.31195
13,10,0.37787
17,12,0.427
13,12,0.19714
7,12,0.26288
2,15,0.44348
9,10,0.19727
13,6,0.19727
17,5,0.26263
16,5,0.22955
9,5,0.19708
5,5,0.21362
3,6,0.50922
10,7,0.21344
17,11,0.21332
17,12,0.29584
10,11,0.22998
4,14,0.21069
2,16,0.34528
10,9,0.21338
15,5,0.2135
15,4,0.21338
9,5,0.26276
3,8,0.22986
2,8,0.29535
10,4,0.29602
17,5,0.31207
15,7,0.2301
10,7,0.2301
4,7,0.24615
2,7,0.3288
10,3,0.11487
16,8,0.21332
15,9,0.24634
6,12,0.19696
2,13,0.59137
8,12,0.18091
16,4,0.19727
16,4,0.22998
8,6,0.21362
4,6,0.21368
2,6,0.31213
9,5,0.24609
14,10,0.21338
18,13,0.32837
8,7,0.19708
6,6,0.23102
2,14,0.22998
2,15,0.26282
12,9,0.22974
16,11,0.2464
13,9,0.24622
11,9,0.04938
6,8,0.24695
2,9,0.37769
10,3,0.24634
15,3,0.22998
17,4,0.31195
12,7,0.21448
8,8,0.2132
3,11,0.2135
3,12,0.29547
13,12,0.26288
17,10,0.52557
10,7,0.22986
5,4,0.29608
3,3,0.4765
12,11,0.263
17,9,0.27924
15,5,0.2135
9,7,0.21368
4,13,0.22986
3,15,0.31207
9,8,0.14758
15,4,0.2135
16,4,0.29572
10,5,0.21338
5,6,0.21356
2,7,0.32825
9,3,0.32849
17,10,0.23016
17,12,0.27911
10,12,0.22998
3,14,0.24652
2,15,0.31226
9,14,0.21338
16,15,0.19708
17,14,0.41058
10,14,0.24542
3,11,0.24646
2,11,0.24646
8,4,0.26257
12,5,0.13159
17,12,0.2464
15,12,0.19714
7,6,0.19696
3,5,0.34497
3,5,0.23016
9,4,0.19684
17,12,0.27924
16,14,0.2301
9,8,0.19696
4,5,0.26276
2,8,0.29596
10,6,0.21368
17,12,0.22998
17,13,0.26263
9,7,0.19702
5,4,0.23016
3,5,0.37787
10,5,0.22998
16,11,0.26288
16,12,0.27936
8,10,0.19727
4,9,0.21375
2,7,0.26483
6,5,0.1969
8,5,0.04919
17,13,0.32861
16,12,0.21356
8,9,0.22998
3,10,0.52557
11,7,0.26257
16,5,0.24652
15,4,0.22888
9,4,0.21393
