FPOGX,FPOGY,FPOGD
11,1,0.13141
6,4,0.26276
7,2,0.26288
7,7,0.19739
8,13,0.12952
7,6,0.32886
6,6,0.263
8,12,0.26294
13,7,0.37775
11,7,0.27924
7,6,0.78864
7,7,0.2627
7,11,0.41077
7,11,0.26294
16,9,0.24664
7,7,0.55878
7,7,0.47644
13,9,0.19714
8,10,0.31238
9,10,0.32849
10,10,0.08209
16,8,0.22992
11,5,0.21393
8,3,0.37781
8,3,0.36151
15,6,0.29596
12,5,0.21393
10,5,0.34473
8,5,0.5423
8,6,0.21356
8,6,0.34576
8,8,0.26288
9,7,1.00214
12,8,0.19702
12,8,0.23022
8,9,0.78857
7,9,0.64063
8,7,0.37805
9,6,0.32861
15,7,0.22998
11,9,0.29602
9,10,0.36102
13,9,0.19684
16,9,0.26245
13,9,0.27936
11,8,0.31207
18,10,0.31207
17,10,0.29425
14,10,0.22998
11,10,0.24646
12,9,0.19727
14,9,0.24634
7,11,0.46014
10,8,0.22998
12,6,0.1972
7,4,0.36163
10,3,0.36121
16,9,0.26276
11,12,0.26276
9,12,0.27893
8,12,0.46027
13,9,0.23016
9,6,0.52545
9,7,0.32867
10,6,0.2135
9,2,0.27911
10,5,0.21344
8,8,0.32855
16,11,0.19714
12,8,0.22974
9,7,0.36133
6,6,0.29572
6,17,0.21332
17,17,0.24664
15,17,0.24646
15,16,0.27954
8,9,0.2135
7,6,0.27905
7,5,0.75555
7,5,0.263
12,6,0.21332
7,4,0.29584
7,5,0.4765
7,7,0.55823
7,6,0.4765
6,7,0.36169
6,7,0.29535
6,6,0.2793
6,5,0.526
6,6,0.85413
7,6,0.41077
7,8,0.32849
7,5,0.34491
7,5,0.34497
13,8,0.21356
9,6,0.27917
7,6,0.37769
8,13,0.29565
7,12,0.59137
6,11,0.4931
8,9,0.34497
8,7,0.29565
12,7,0.23022
8,6,0.59149
8,6,0.50909
8,11,0.24603
7,13,0.47607
15,8,0.27911
12,7,0.1972
8,6,0.39417
7,6,0.45984
15,9,0.22968
7,12,0.47632
8,11,0.27936
14,7,0.29578
9,7,0.54199
8,7,0.57532
7,10,0.36121
8,12,0.39398
17,9,0.45996
14,8,0.24652
12,9,0.26294
13,9,0.21356
18,9,0.32861
17,9,0.04877
7,6,0.64063
8,7,0.2464
15,9,0.27875
13,9,0.2464
10,9,0.21344
8,8,0.50922
11,8,0.27942
9,7,0.52582
8,7,0.36133
4,17,0.22986
8,13,0.19708
11,7,0.06561
8,7,0.31183
13,9,0.21344
8,7,0.70648
9,8,0.2301
14,8,0.24652
10,7,0.29547
8,7,0.34467
9,8,0.29572
13,10,0.24615
10,11,0.26263
8,12,0.26318
8,12,0.31177
