FPOGX,FPOGY,FPOGD
8,7,0.23013
8,7,0.44363
8,9,0.24637
11,11,0.31226
15,9,0.39438
10,6,0.24664
9,6,0.29602
7,5,0.31198
15,6,0.22961
14,6,0.26294
10,7,0.31241
9,8,0.26303
15,8,0.32834
13,11,0.21365
11,11,0.29605
9,12,0.41089
8,12,0.10065
9,8,0.39435
8,9,0.73859
11,8,0.29587
15,9,0.42731
14,9,0.27924
14,9,0.27951
16,10,0.34558
15,10,0.29559
13,9,0.23013
10,8,0.39423
7,9,0.32864
9,8,0.37836
8,9,0.24649
10,9,0.21414
11,9,0.37814
13,9,0.22784
14,9,0.49261
11,6,0.24686
9,5,0.36172
10,5,0.22876
14,7,0.37762
10,5,0.37732
12,6,0.32727
16,8,0.31223
12,5,0.31274
10,5,0.345
15,8,0.23016
12,7,0.27927
10,6,0.32861
10,6,0.29572
14,7,0.34518
12,7,0.36136
11,6,0.34485
15,8,0.36133
13,8,0.26257
12,8,0.39438
15,9,0.22974
16,9,0.26288
12,8,0.32764
8,11,0.36127
8,11,0.34473
9,8,0.42709
8,9,0.41064
10,9,1.05109
15,9,0.31186
13,10,0.52585
16,10,0.32867
14,8,0.21353
11,7,0.2955
10,6,0.34497
15,8,0.37787
12,6,0.24646
10,6,0.31219
9,5,0.31238
16,7,0.27933
15,6,0.26263
14,5,0.37775
16,7,0.34497
17,7,0.27924
15,7,0.41089
10,5,0.29562
14,7,0.19714
15,7,0.29578
13,8,0.22998
13,9,0.2135
16,10,0.29614
16,9,0.2955
14,10,0.2952
10,9,0.32849
14,8,0.19727
15,9,0.34476
13,9,0.34531
10,8,0.29587
11,9,0.24652
16,8,0.27939
14,8,0.26276
14,8,0.27951
15,7,0.26288
16,9,0.42688
12,7,0.31116
13,8,0.21362
15,8,0.41077
15,9,0.21365
10,7,0.32861
9,6,0.4603
15,8,0.26288
8,11,0.2135
10,8,0.29572
10,9,0.27927
10,9,1.21594
11,8,0.345
13,8,0.21362
15,9,0.345
13,8,0.26318
11,6,0.32834
10,6,0.32874
16,9,0.31223
12,7,0.39453
11,7,0.29559
17,9,0.32852
14,8,0.21335
12,7,0.44366
14,7,0.24707
17,9,0.3288
13,9,0.22986
11,8,0.26288
8,9,0.42688
15,9,0.27927
8,9,0.41064
9,10,0.34518
10,9,0.77213
13,9,0.26279
15,9,0.26276
11,8,0.2135
9,8,0.34485
15,9,0.36121
14,7,0.24625
12,7,0.37787
10,6,0.37793
15,8,0.27927
12,6,0.29559
10,5,0.41083
10,6,0.23029
14,8,0.21298
11,7,0.29568
10,7,0.34488
11,7,0.21368
14,8,0.31247
13,10,0.263
13,10,0.22986
16,9,0.29575
15,8,0.39426
14,10,0.41074
16,10,0.24649
16,10,0.46014
12,8,0.27924
10,7,0.37802
16,10,0.41064
11,12,0.34497
9,13,0.32886
10,12,0.21362
15,10,0.29559
12,10,0.31256
11,9,0.27911
10,5,0.3288
10,1,0.72308
