FPOGX,FPOGY,FPOGD
11,2,0.39447
9,8,0.32831
7,9,0.52539
6,9,0.62421
9,7,0.31201
8,7,0.27911
7,7,0.2627
7,6,0.31226
6,6,0.70636
6,8,0.60773
6,9,0.5423
7,13,0.78821
7,13,0.34485
9,14,0.3941
7,13,0.34491
6,12,0.26282
8,8,0.19696
10,12,0.42719
11,10,0.2793
11,7,0.37775
10,13,0.27924
10,13,0.29547
9,10,0.26288
12,12,0.34491
11,6,0.42712
10,11,0.27924
9,11,0.24646
6,11,0.23004
6,12,0.24634
6,10,0.09839
6,5,0.42725
6,4,0.36121
6,5,0.2464
7,10,0.36151
7,12,0.39398
9,8,0.22986
10,10,0.37793
10,7,0.4436
10,11,0.36151
7,11,0.32861
7,9,0.41077
6,9,0.22998
7,10,0.37756
9,9,0.26276
11,9,0.31232
12,9,0.52576
11,9,0.29602
11,10,0.50922
10,9,0.67352
9,7,0.24646
10,7,0.2301
10,6,0.3941
9,7,0.34528
8,8,0.32849
7,8,0.54242
6,9,0.41071
9,8,0.27917
10,8,0.36151
10,6,0.2135
10,7,0.5752
9,7,0.39453
9,5,0.41071
11,8,0.47632
10,8,0.47626
11,8,0.4436
10,6,0.263
10,6,0.39417
10,6,0.62421
9,5,0.27924
8,5,0.2959
6,7,0.26294
6,7,0.24603
6,10,0.27905
6,7,0.21362
6,6,0.32843
6,4,0.59143
4,8,0.06598
4,9,0.04962
7,9,0.60791
7,8,0.72278
7,8,0.26282
7,4,0.62427
6,6,0.57538
7,6,0.95288
9,6,0.64069
9,5,0.32861
10,5,0.27936
8,4,0.44336
9,4,0.29547
9,9,0.41077
10,9,0.82147
12,11,0.44336
12,15,0.31262
10,9,0.57489
11,9,0.24652
8,3,0.36139
6,4,0.52557
5,5,0.65723
5,11,0.24634
6,13,0.24634
6,14,0.36133
7,7,0.5257
6,9,0.31213
6,10,0.34503
6,13,0.21326
7,14,0.47632
6,16,0.36176
6,17,0.6571
7,18,0.44348
10,6,0.27942
10,4,0.21368
12,4,0.22998
12,5,0.39423
9,15,0.31226
9,16,0.45996
8,8,0.41089
8,13,0.23004
8,11,0.34485
8,16,0.55853
8,17,0.55853
8,18,0.65698
8,17,0.55865
10,15,0.09863
9,7,0.21313
10,14,0.21356
11,8,0.21362
11,8,0.24579
10,18,0.32837
9,17,0.37781
9,16,0.27936
8,4,0.50891
12,10,0.4762
12,11,0.42712
9,17,0.31201
8,17,0.34497
8,8,0.49286
7,16,0.34515
6,17,0.37793
9,16,0.2135
7,4,0.29578
6,5,0.42682
5,6,0.69
6,17,0.70642
9,7,0.21368
9,13,0.21521
9,9,0.41071
9,17,0.42694
8,18,0.31195
6,15,0.24622
