FPOGX,FPOGY,FPOGD
10,3,0.47625
9,12,0.32849
10,10,0.19678
10,14,0.19714
9,15,0.29547
7,13,0.2135
8,11,0.2135
8,8,0.19757
8,7,0.31195
6,7,0.24622
5,8,0.4436
7,14,0.64063
6,13,0.34497
5,8,0.60773
9,14,0.24628
11,14,0.24622
9,7,0.2135
11,13,0.263
12,7,0.57501
11,14,0.35999
11,12,0.32831
11,16,0.2301
10,15,0.41101
10,8,0.21368
9,16,0.24652
7,16,0.41058
7,15,0.29602
8,9,0.19708
9,7,0.32874
10,8,0.2785
7,12,0.98572
8,15,0.42712
11,16,0.2467
11,7,0.49286
11,16,0.32849
11,10,0.32855
12,12,0.06616
11,16,0.27924
10,13,0.21362
10,9,0.26282
10,10,0.36151
10,16,0.64063
11,14,0.49298
12,9,0.27905
11,12,0.19696
10,15,0.28003
9,15,0.41089
7,14,0.41089
6,12,0.21375
8,8,0.60773
9,13,0.34491
8,10,0.32861
9,15,0.39429
6,14,0.31201
6,7,0.36151
5,7,0.31207
7,14,0.47638
9,14,0.23004
9,14,0.34515
9,14,0.36145
8,13,0.36115
11,14,0.27924
9,7,0.40997
9,13,0.72284
9,13,0.49225
8,9,0.32867
8,13,0.27924
10,15,0.2135
11,13,0.21368
11,6,0.21375
11,5,0.29578
11,12,0.26257
9,13,0.21338
8,14,0.26282
10,14,0.57489
8,13,0.32861
9,5,0.37775
10,6,0.59131
10,13,0.32849
10,11,0.04919
10,10,0.26263
10,14,0.24615
10,13,0.27917
11,14,0.26282
10,10,0.21326
10,8,0.50903
10,10,0.2301
10,13,0.08215
10,11,0.39423
11,12,0.22986
10,8,0.2135
10,6,0.32843
10,7,0.47638
9,11,0.34497
8,14,0.27942
6,15,0.29559
8,13,0.21381
8,10,0.34485
8,9,0.42712
7,14,0.26276
8,13,0.26318
7,10,0.39423
7,12,0.14789
7,15,0.68994
7,7,0.32849
6,10,0.2959
9,12,0.23016
8,13,0.29602
7,12,0.31226
8,9,0.37775
7,12,0.52594
7,13,0.44336
7,13,0.52563
11,13,0.29578
11,8,0.31226
11,8,0.54248
10,12,0.34528
8,13,0.2464
6,13,0.24652
6,10,0.4762
6,11,0.55853
6,15,0.75574
7,14,0.37817
10,11,0.46002
9,7,0.22992
9,7,0.57495
10,9,0.65723
10,11,0.26288
9,12,0.27924
9,6,0.65729
8,12,0.37769
9,10,0.23016
8,9,0.26306
8,12,0.263
8,11,0.31219
7,12,0.36151
7,5,0.39441
7,10,0.19702
6,12,0.22974
7,6,0.52557
7,11,0.36115
7,11,0.34503
7,11,0.32849
8,9,0.37787
7,9,0.36139
6,12,0.26288
7,11,0.04907
9,10,0.45996
8,11,0.04895
9,6,0.31213
10,5,0.62427
9,7,0.82111
8,9,0.26306
8,7,0.29559
9,6,0.32837
9,5,0.4762
9,6,0.39423
11,11,0.41046
