FPOGX,FPOGY,FPOGD
8,9,0.62408
8,7,0.24652
6,6,0.427
6,5,0.55853
15,7,0.29565
14,5,0.2135
9,3,0.29541
7,3,0.50928
7,5,0.2959
8,5,1.57697
8,9,0.36151
7,6,0.29578
7,6,0.59143
7,5,0.6571
7,5,0.64093
7,8,0.67346
7,8,0.42725
7,8,0.59149
7,7,0.46002
7,7,1.11725
8,13,0.5094
7,13,4.66541
6,13,1.08423
6,5,1.06799
6,5,0.37781
7,8,0.427
7,8,0.82135
7,8,2.49713
6,8,0.93652
6,7,1.11694
6,7,2.67773
8,8,0.26257
7,8,0.34503
7,6,0.32849
7,6,0.26227
9,5,0.04919
14,9,0.2298
9,9,0.22986
8,9,0.31213
7,8,0.31226
6,7,0.49286
6,10,0.24622
6,13,0.42645
6,12,0.32855
6,12,0.42712
7,11,0.23004
8,8,0.04919
13,6,0.22968
9,3,0.23029
7,4,0.49286
13,7,0.21362
11,10,0.19714
8,11,0.39441
8,11,0.32825
13,7,0.29578
7,4,0.19733
6,3,0.39453
7,7,0.26276
13,9,0.21356
8,10,0.64105
11,8,0.19708
14,7,0.26276
9,4,0.22998
7,4,0.54242
14,8,0.21381
10,11,0.19727
7,14,0.24664
6,15,0.21307
7,14,0.27911
14,7,0.27917
11,9,0.26257
8,9,0.24615
10,9,0.21375
12,8,0.06586
15,9,0.26288
10,10,0.2464
8,10,0.24622
7,11,0.39435
12,10,0.21362
8,12,0.21362
11,8,0.19702
11,7,0.22998
16,8,0.24652
15,7,0.06549
10,4,0.24597
7,6,0.52576
12,5,0.24652
8,4,0.32861
7,2,0.50934
9,3,0.52582
8,7,0.31213
7,8,0.19696
5,16,0.2464
8,18,0.1969
17,18,0.31226
8,6,0.31226
7,6,0.36145
8,7,0.47638
8,5,0.27936
13,3,0.24622
8,2,0.31226
7,2,0.27911
9,3,0.23016
8,6,0.21338
6,5,0.32855
6,4,0.52557
6,5,0.34509
7,6,0.2793
7,10,0.27936
8,11,0.2627
11,8,0.19702
6,6,0.41077
6,5,0.34497
7,8,0.31213
7,9,0.27911
7,9,0.24664
7,8,0.47638
6,10,0.67346
7,11,1.08405
7,10,0.4433
8,9,0.26288
14,7,0.27936
9,4,0.29578
7,4,0.54224
16,8,0.24628
11,7,0.39417
17,8,0.27911
10,5,0.22998
6,6,0.22986
5,15,0.24652
16,7,0.26276
12,2,0.24652
9,3,0.32861
7,2,0.32843
7,3,0.26312
12,5,0.24622
9,4,0.2298
7,3,0.49268
5,18,0.29608
5,18,0.37787
6,17,0.263
8,14,0.26306
7,15,0.60773
6,18,0.52539
9,3,0.36139
10,1,0.41077
10,2,0.06586
