FPOGX,FPOGY,FPOGD
10,1,0.49289
11,8,0.39444
12,9,0.44574
15,10,0.3613
14,10,0.57446
16,11,0.36163
11,10,0.345
8,9,0.32858
7,10,0.2135
14,10,0.34476
8,9,0.21371
8,8,0.27924
10,8,0.65726
10,8,0.41064
14,10,0.345
12,9,0.32858
11,10,0.26276
15,10,0.37775
12,5,0.26285
10,4,0.3288
9,5,0.36148
13,6,0.34497
10,4,0.2627
8,3,0.27936
8,4,0.29559
13,5,0.2135
12,4,0.21393
10,4,0.31226
9,4,0.45999
14,7,0.29575
12,7,0.29562
11,7,0.36121
15,7,0.27899
11,6,0.31219
9,5,0.41031
14,7,0.34473
12,6,0.23016
10,6,0.32846
10,6,0.26328
13,7,0.29556
11,8,0.29587
10,9,0.31241
17,9,0.27924
14,8,0.21289
10,6,0.31235
9,6,0.31195
14,6,0.29587
13,8,0.22958
12,10,0.41074
16,9,0.21295
17,9,0.3121
13,5,0.26328
11,5,0.27927
10,5,0.31201
14,8,0.29575
12,8,0.27985
9,11,0.32852
9,11,0.27924
13,10,0.21365
11,11,0.19711
9,11,0.29532
10,10,0.13138
10,9,0.73926
11,10,0.6734
14,9,0.19751
14,9,0.26303
10,5,0.37808
12,6,0.19702
15,6,0.41086
14,5,0.22986
12,4,0.27884
10,4,0.24661
12,5,0.23035
15,7,0.24686
11,4,0.26263
9,5,0.34488
9,4,0.37775
14,7,0.32864
12,7,0.3779
13,6,0.31226
15,8,0.29575
13,8,0.2464
10,9,0.26361
12,9,0.19757
16,8,0.19766
16,8,0.27951
12,5,0.2301
9,4,0.31204
8,4,0.2793
10,9,0.1315
7,6,0.34494
7,6,0.32864
11,8,0.60785
11,9,0.54181
14,7,0.19699
11,5,0.3288
11,5,0.24677
15,7,0.42712
12,4,0.39423
12,5,0.345
14,5,0.34467
12,5,0.34525
11,8,0.21362
11,9,0.22998
15,9,0.22971
16,9,0.27899
12,10,0.29565
12,10,0.26315
16,10,0.55853
12,9,0.29593
8,13,0.54211
9,12,0.24625
9,8,1.24863
10,9,0.29578
15,9,0.27954
13,7,0.21359
10,7,0.23077
8,6,0.49261
8,6,0.31241
9,8,0.47665
8,8,0.24625
10,10,0.42798
11,9,0.27917
12,8,0.27917
16,14,0.19699
14,14,0.19727
10,7,0.34488
9,7,0.31207
14,7,0.2135
11,6,0.31195
9,7,0.29538
16,9,0.37769
14,11,0.19717
10,13,0.29556
9,13,0.39459
9,12,0.32849
9,11,0.23004
8,12,0.11499
8,13,0.22986
10,11,0.42728
11,10,0.37762
12,9,0.24652
16,9,0.37787
16,8,0.26273
8,12,0.32877
7,12,0.29562
15,8,0.2959
8,5,0.23016
7,4,0.45999
9,4,0.37775
11,6,0.21371
7,6,0.37787
7,5,0.31198
15,8,0.31213
10,5,0.32867
7,5,0.24622
8,5,0.26282
15,8,0.21371
9,6,0.21362
6,7,0.45996
6,6,0.29599
7,8,1.01846
11,11,0.42706
13,9,0.32892
14,9,0.31149
15,10,0.21362
8,12,0.31229
7,13,0.31223
14,10,0.29562
