FPOGX,FPOGY,FPOGD
9,0,0.27911
9,2,0.19714
9,8,0.21335
10,9,0.34579
11,10,0.54175
11,11,0.75586
11,10,0.42697
9,12,0.29553
7,4,0.26294
8,4,0.3446
8,5,0.27942
8,6,0.77228
8,8,0.3125
7,8,0.27936
6,10,0.23022
5,12,0.41058
8,16,0.23016
11,8,0.2135
11,5,0.26288
11,6,0.27924
7,17,0.27942
6,16,0.32794
7,14,0.24652
7,5,0.47626
6,17,0.42731
6,17,0.55878
6,17,0.2959
6,17,0.60803
7,16,0.32849
7,13,0.0976
7,3,0.47656
8,17,0.29602
7,16,0.50891
9,16,0.37781
10,14,0.21344
8,6,0.26257
9,16,0.75574
9,13,0.19696
10,5,0.26276
11,16,0.4436
12,16,0.27911
10,15,0.44434
10,13,0.23029
10,12,0.37787
10,14,0.34485
11,15,0.50934
10,11,0.19727
10,6,0.26276
7,16,0.32886
6,15,0.26294
7,15,0.22998
10,13,0.49292
10,7,0.27942
11,15,0.32843
11,11,0.39398
10,2,0.52557
11,13,0.31213
12,13,0.39435
9,15,0.21344
6,15,0.26276
12,7,0.37775
11,7,0.73914
12,13,0.52563
6,16,0.46002
7,15,0.39441
7,15,0.41058
9,12,0.59137
6,15,0.45984
11,10,0.24646
11,10,0.52545
9,12,0.2298
5,15,0.26282
6,15,0.29572
7,13,0.21362
10,10,0.19714
11,9,0.55835
10,10,0.22992
9,12,0.1972
10,9,0.36139
8,14,0.27899
8,12,0.31238
6,14,0.54181
7,14,0.29553
8,14,0.263
8,15,0.37799
8,13,0.26312
9,13,0.34491
9,14,0.21338
9,15,0.68933
8,16,0.36151
7,15,0.22974
6,15,0.34357
11,13,0.27911
11,11,0.54199
12,11,0.34503
11,11,0.55872
9,13,0.09833
9,13,0.4599
8,16,0.19702
7,17,0.31226
6,16,0.27924
6,15,0.57477
5,12,0.2301
6,11,0.19733
6,10,0.21356
6,15,0.49286
6,15,0.5589
9,13,0.32861
8,15,0.26263
7,14,0.65704
8,16,0.37799
9,14,0.24652
9,13,0.32861
10,13,0.26282
6,13,0.93738
6,12,0.31207
7,13,0.22992
7,13,0.36176
8,15,0.26306
9,13,0.19714
11,12,0.36151
11,11,0.27924
11,10,0.6571
10,10,0.27942
9,10,0.23102
8,13,0.22961
8,16,0.45996
8,15,0.32831
8,8,0.21375
8,9,0.21338
8,14,0.42719
9,15,0.36139
11,15,0.2959
11,14,0.24646
11,12,0.46002
11,11,0.72284
11,10,0.96912
11,11,0.27899
8,16,0.39398
8,4,0.2135
8,7,0.19696
8,16,0.427
8,15,0.59149
7,3,0.70624
7,5,0.19745
7,17,0.88702
7,17,0.29565
