FPOGX,FPOGY,FPOGD
10,3,0.24646
8,9,0.57507
9,9,0.32874
7,7,0.24622
6,4,0.29651
5,5,0.21362
10,6,0.27954
7,5,0.50928
7,5,0.41052
15,6,0.2135
7,3,0.19666
7,7,0.11487
18,8,0.23022
18,8,0.46033
8,6,0.22986
7,8,0.2627
7,5,0.24792
17,7,0.24646
12,13,0.2804
8,13,0.22998
7,13,0.50903
8,16,0.24634
16,17,0.24634
6,13,0.27942
18,17,0.37805
16,15,0.32861
9,8,0.34485
7,4,0.85425
7,3,1.05127
7,5,0.04944
7,3,0.46045
7,2,0.37781
7,3,0.41064
6,7,0.37756
7,5,0.31226
7,5,0.41077
9,3,0.26294
12,3,0.2135
10,5,0.19714
7,6,0.60779
7,6,0.36157
9,7,0.22986
7,7,0.50891
7,7,0.47632
7,8,0.2959
8,7,1.23206
8,6,0.39417
11,8,0.19678
12,9,0.21338
9,10,0.23022
7,13,0.29553
16,9,0.29626
13,11,0.19714
7,9,0.22998
7,7,0.19714
11,9,0.21362
7,10,0.24646
7,10,0.21338
7,7,0.29602
13,8,0.27905
9,10,0.55908
13,7,0.2467
13,6,0.19714
10,5,0.37793
9,5,0.49268
15,6,0.24634
8,4,0.4928
10,7,0.2627
16,8,0.2301
12,11,0.22974
8,8,0.06555
8,10,0.23022
10,8,0.04834
8,10,0.22998
8,7,0.62402
7,6,0.80518
7,7,0.50916
7,8,0.4928
7,6,0.49268
6,8,0.6239
6,6,0.37769
7,6,0.26331
11,7,0.29565
8,5,0.29602
7,6,0.46008
7,6,0.45984
4,17,0.34509
6,18,0.14758
15,16,0.04932
7,8,0.2301
7,6,0.64075
8,10,0.42712
8,8,0.36145
11,6,0.32861
7,5,0.55835
14,7,0.22998
8,6,1.10059
8,6,0.32837
8,6,0.42712
13,11,0.22998
8,13,0.46008
7,13,0.2627
11,9,0.1969
14,10,0.13123
7,6,0.52527
7,9,0.54199
9,9,0.37769
8,9,0.34546
12,8,0.1969
11,5,0.19751
8,4,0.52539
8,5,0.36133
15,9,0.19739
7,12,0.42749
11,10,0.22998
17,8,0.36169
13,6,0.31201
9,5,0.52612
16,7,0.24646
10,4,0.36133
9,4,0.32837
10,4,0.24658
16,7,0.21362
6,2,0.19702
3,3,0.49292
11,5,0.37756
8,6,0.24536
8,6,0.7229
9,6,0.21375
7,6,0.26294
7,7,0.78809
10,8,0.21338
11,7,0.2301
8,6,0.57251
8,7,0.31238
11,6,0.24646
8,5,0.59143
15,6,0.24658
11,3,0.31189
10,4,0.34485
9,5,0.37817
9,6,0.36133
9,9,0.2301
