FPOGX,FPOGY,FPOGD
10,2,0.2958
11,2,0.4761
10,6,0.65695
9,14,0.68982
10,14,0.62408
10,15,0.55847
7,16,0.50922
7,16,0.31186
7,14,0.21323
6,9,0.24634
6,11,0.39423
6,16,0.31216
6,10,0.34497
7,14,0.19711
7,16,0.60773
9,9,0.21356
11,16,0.26285
11,12,0.19711
11,7,0.44345
12,8,0.34488
9,16,0.29547
7,16,1.06775
7,14,0.08179
7,6,0.52548
7,15,0.27908
6,13,0.19739
7,12,0.21362
8,14,0.29559
8,16,0.39423
7,14,0.345
6,15,0.37814
7,17,0.24652
8,16,0.82123
7,11,0.2135
8,18,0.47638
8,16,0.3121
7,8,0.26288
7,17,0.49301
10,17,0.21368
11,17,0.36124
10,17,0.24652
6,17,0.42712
12,17,0.83789
11,17,0.36136
15,4,0.21335
15,5,0.21362
12,17,0.45984
12,17,0.3941
11,17,0.44348
11,17,0.45987
9,17,0.34497
7,17,0.27884
6,16,0.31186
7,10,0.41089
7,13,0.22998
7,16,0.37775
6,15,0.32858
7,16,0.42734
7,8,0.24658
7,8,0.29538
7,9,0.31186
7,13,0.3941
9,17,0.42709
10,14,0.21347
9,7,0.2135
10,6,0.24622
10,15,0.34491
11,16,0.06497
9,16,0.57513
9,10,0.24637
8,8,0.3121
9,16,0.3447
11,15,0.50937
10,8,0.24597
10,3,0.44348
11,5,0.47638
11,7,0.37787
11,16,0.26276
10,15,0.77185
11,15,0.608
11,7,0.60776
12,10,0.42697
11,16,0.75586
9,16,0.29565
7,17,0.29587
6,6,0.31201
7,6,0.45987
7,7,0.42725
5,7,0.34488
7,17,0.55841
8,13,0.26291
9,12,0.19684
7,16,0.3121
8,17,0.27924
8,7,0.41061
7,8,0.26282
8,17,0.26218
8,17,0.5094
8,17,0.47626
9,12,0.19727
8,7,0.54211
8,10,0.37772
9,16,0.72287
11,16,0.27936
9,15,0.37772
7,15,0.34497
7,15,0.54227
8,7,0.31064
9,10,0.34509
10,15,0.31213
11,14,0.26288
10,11,0.36136
11,13,0.31226
11,14,0.50897
11,16,0.42712
10,15,0.29672
10,6,0.54196
11,7,0.44376
10,8,0.29575
10,15,0.29559
10,16,0.42725
7,16,0.29562
7,16,0.41074
8,12,0.09863
8,10,0.26273
8,13,0.26273
8,10,0.22989
7,15,0.65726
10,15,0.36151
11,13,0.21347
11,11,0.45999
10,10,0.26288
10,14,0.50897
9,13,0.31223
11,10,0.22998
10,11,0.23163
10,13,0.3942
9,6,0.73914
9,13,0.49261
8,13,0.32852
9,11,0.2626
10,7,0.37927
9,11,0.64008
10,8,0.26288
11,7,0.44379
10,10,0.21353
10,10,0.31262
10,9,0.29562
9,11,0.21362
8,13,0.34485
7,14,0.34509
6,15,0.41068
