FPOGX,FPOGY,FPOGD
10,3,0.64074
10,8,0.21362
10,9,0.41064
12,10,0.34534
15,10,0.27942
11,10,0.32861
10,10,0.29541
15,12,0.22998
14,12,0.22986
11,13,0.24634
8,12,0.36121
8,12,0.11523
8,11,0.22986
10,9,0.60864
10,10,0.4436
10,10,0.64075
12,9,0.55872
12,8,0.27954
11,9,0.37805
13,9,0.22974
14,9,0.36145
13,9,0.37756
14,9,0.21313
15,9,0.45972
14,7,0.22986
12,6,0.27942
10,6,0.36169
9,6,0.27954
10,8,0.36133
9,7,0.52551
9,7,0.24634
14,8,0.29565
11,8,0.2301
9,8,0.36133
7,9,0.2301
7,9,0.36169
8,8,0.18079
10,9,0.24634
8,9,0.27942
7,9,0.37793
10,9,0.49292
12,10,0.57507
13,10,0.22998
12,8,0.34485
11,9,0.36121
15,10,0.41077
11,10,0.36194
9,10,0.26282
10,11,0.2301
14,11,0.22998
11,7,0.22974
9,6,0.39465
9,5,0.27942
14,9,0.2627
11,10,0.32874
10,9,0.41077
15,10,0.26306
15,10,0.22961
12,11,0.31226
10,10,0.37756
15,11,0.29578
13,11,0.34521
10,10,0.32874
10,11,0.32861
14,10,0.21375
12,7,0.2793
10,8,0.37805
13,8,0.26282
15,10,0.22998
12,10,0.24646
9,10,0.32874
8,10,0.29565
13,10,0.29529
12,10,0.37549
8,10,0.50916
12,10,0.27905
10,7,0.22998
9,6,0.34485
14,9,0.27905
14,9,0.29614
10,10,0.29553
8,10,0.47644
14,9,0.22986
11,8,0.34497
14,9,0.19702
15,10,0.32874
16,11,0.27954
12,7,0.29578
10,7,0.39441
14,9,0.36169
12,9,0.2627
9,9,0.37805
7,9,0.31226
9,10,0.31201
7,9,0.32849
10,9,0.69019
12,9,0.44336
11,8,0.29565
7,8,0.34473
8,11,0.18054
13,10,0.19714
8,9,0.36047
10,9,0.24634
11,9,0.82129
12,9,0.55859
11,7,0.22986
9,6,0.37756
10,7,0.21362
15,9,0.23022
13,7,0.19727
11,7,0.41101
12,7,0.21375
16,9,0.29578
14,10,0.2135
11,10,0.32886
11,10,0.29578
15,10,0.34485
14,10,0.24634
11,10,0.34546
11,10,0.2793
14,10,0.36133
12,10,0.31189
10,10,0.32849
16,11,0.39404
14,12,0.21338
11,13,0.31299
8,13,0.5094
11,10,0.08203
10,9,0.60803
11,9,0.64063
14,10,0.23022
16,10,0.24609
12,7,0.26294
10,6,0.27954
11,6,0.19714
15,9,0.29578
13,9,0.26318
10,10,0.427
11,10,0.21338
14,9,0.32898
11,6,0.36121
9,6,0.24658
9,6,0.21313
15,9,0.21362
13,8,0.2168
12,8,0.0824
9,7,0.39417
14,9,0.36096
11,11,0.29553
9,11,0.26257
8,11,0.29578
15,11,0.32861
13,10,0.27917
13,10,0.26282
17,10,0.41138
15,9,0.21411
12,8,0.31201
11,9,0.22974
14,9,0.19543
15,11,0.2948
13,11,0.2627
10,11,0.31201
8,11,0.27917
