FPOGX,FPOGY,FPOGD
1,9,0.23011
5,19,0.26263
4,18,0.42706
7,10,0.57483
6,11,0.36102
4,10,0.26276
3,9,0.29578
17,14,0.41058
17,11,0.21344
15,9,0.24628
13,6,0.04889
7,3,0.27911
5,5,0.23004
3,9,0.22986
15,12,0.22974
18,11,0.39398
16,8,0.22974
9,6,0.21356
5,9,0.24652
4,11,0.24652
10,10,0.2298
14,5,0.22986
16,6,0.49274
11,7,0.21344
5,9,0.21362
2,10,0.34509
13,9,0.24652
17,10,0.44348
14,12,0.19714
9,10,0.2135
4,7,0.23029
3,6,0.37787
12,11,0.2301
18,8,0.24652
16,4,0.21381
9,11,0.1972
5,11,0.24652
2,5,0.37787
13,11,0.26288
17,16,0.54199
5,7,0.34497
2,12,0.41071
12,7,0.27936
17,13,0.27899
14,13,0.21338
7,6,0.26306
4,8,0.19751
2,12,0.39417
12,11,0.22986
17,12,0.36133
11,13,0.2301
6,14,0.263
2,15,0.21362
5,13,0.19696
16,8,0.32831
18,4,0.59149
10,11,0.27924
4,10,0.24603
4,7,0.41077
14,8,0.2464
17,13,0.24615
14,13,0.2135
7,11,0.23004
4,11,0.41077
12,12,0.19702
17,4,0.24615
17,5,0.2301
10,11,0.2135
5,9,0.24646
3,6,0.24622
7,6,0.19727
16,9,0.2135
18,10,0.24634
17,8,0.24677
10,5,0.31213
4,14,0.32849
4,13,0.27893
15,10,0.4433
18,13,0.31207
13,15,0.22986
6,6,0.21326
4,3,0.47638
11,5,0.22998
17,6,0.42712
13,7,0.2135
8,5,0.24646
6,5,0.3941
11,5,0.2135
15,7,0.26257
18,10,0.31195
12,12,0.24622
7,10,0.19714
3,8,0.41064
14,13,0.24615
17,14,0.22992
17,10,0.22986
12,6,0.21375
6,4,0.22974
3,3,0.37775
12,9,0.22998
16,11,0.2135
14,13,0.23029
7,14,0.2298
4,15,0.24622
4,15,0.29565
14,8,0.2464
16,9,0.39441
12,11,0.21362
6,6,0.21368
4,3,0.27942
4,3,0.24664
12,10,0.64075
10,14,0.26294
7,11,0.21362
4,9,0.21338
4,9,0.26245
15,10,0.72284
14,6,0.19714
11,7,0.19708
4,13,0.27936
2,9,0.19714
2,5,0.24628
14,7,0.32837
18,9,0.32837
12,7,0.19714
8,4,0.29572
4,6,0.21387
5,7,0.21338
14,6,0.47638
14,6,0.3941
9,11,0.27924
5,13,0.19696
2,15,0.34509
14,10,0.3941
17,14,0.4436
10,9,0.19702
6,4,0.26245
4,4,0.44348
15,11,0.37781
17,15,0.34509
10,9,0.21362
5,4,0.2627
3,3,0.27942
5,3,0.2301
15,4,0.27911
19,4,0.29559
12,8,0.22974
7,9,0.21381
2,12,0.42725
15,5,0.27948
16,4,0.50922
10,11,0.22998
4,14,0.1972
1,14,0.34485
13,12,0.29541
16,9,0.21338
15,7,0.24664
10,5,0.24646
6,7,0.19696
3,10,0.29578
15,13,0.21393
17,16,0.24634
17,13,0.29559
10,9,0.21344
5,6,0.24652
3,4,0.31213
14,6,0.29578
15,11,0.32855
12,14,0.24652
7,14,0.24622
2,14,0.41077
12,9,0.22992
16,8,0.36133
11,12,0.24628
5,6,0.21326
2,3,0.37769
17,10,0.2135
17,8,0.24634
10,5,0.2627
6,8,0.2135
3,12,0.26288
