FPOGX,FPOGY,FPOGD
10,0,0.52573
7,8,0.37826
11,8,0.26313
5,5,0.29538
2,7,0.21351
2,10,0.21366
9,7,0.36161
16,8,0.36123
10,10,0.23012
4,11,0.21364
1,7,0.378
7,4,0.26286
15,11,0.24617
17,13,0.29544
11,4,0.19713
8,4,0.19702
4,6,0.19727
1,10,0.28011
10,11,0.19707
15,15,0.23032
16,14,0.32867
10,10,0.19697
4,8,0.19726
1,8,0.3944
4,4,0.19699
7,4,0.08236
15,13,0.29577
17,11,0.19713
11,6,0.19713
7,7,0.19728
1,14,0.32868
3,12,0.19699
9,6,0.21363
15,5,0.19727
16,4,0.34515
10,4,0.2146
5,3,0.2136
2,4,0.36176
9,5,0.22988
14,11,0.19699
17,13,0.31212
8,5,0.23001
6,5,0.23039
2,10,0.19713
2,12,0.31224
14,10,0.24637
17,13,0.31243
9,11,0.24647
1,13,0.47695
4,10,0.19724
9,5,0.26297
15,5,0.2302
17,5,0.27923
11,8,0.24622
2,11,0.37807
2,12,0.26304
7,9,0.18077
15,6,0.23016
16,5,0.26286
11,4,0.21321
5,9,0.19714
2,15,0.41061
8,3,0.22976
17,7,0.27964
16,12,0.24637
9,4,0.29575
3,11,0.19701
2,14,0.34517
10,10,0.21325
16,6,0.21378
17,5,0.60748
4,10,0.21379
2,11,0.32836
8,4,0.31215
17,9,0.26306
17,11,0.24659
9,9,0.19711
4,6,0.21341
2,5,0.41061
6,5,0.21335
15,12,0.27926
17,12,0.29562
14,8,0.19699
9,4,0.26289
3,12,0.19711
2,14,0.27938
9,5,0.24661
13,6,0.24649
18,12,0.21364
10,6,0.29598
2,14,0.24649
2,14,0.24654
8,5,0.22984
14,8,0.19614
17,14,0.34527
10,7,0.2462
5,4,0.22997
3,3,0.41061
11,6,0.34513
18,7,0.26259
16,7,0.22993
7,10,0.2136
3,9,0.23009
3,9,0.27988
7,7,0.27907
15,7,0.22983
16,6,0.3124
11,4,0.19698
5,3,0.2121
2,3,0.39393
13,13,0.27926
18,9,0.26329
15,4,0.21356
7,10,0.21388
2,12,0.24624
2,9,0.19711
8,4,0.22986
17,12,0.26271
17,11,0.21364
11,4,0.27934
4,10,0.23
2,14,0.34501
9,6,0.21317
16,5,0.19697
17,8,0.21376
9,10,0.19723
3,9,0.22986
1,9,0.26263
7,4,0.26302
16,13,0.26276
17,13,0.22987
11,6,0.2956
4,11,0.21366
2,15,0.31199
12,9,0.27925
15,11,0.19707
17,13,0.22984
9,6,0.21336
3,3,0.22967
2,3,0.31199
14,11,0.19729
17,14,0.34485
12,9,0.0487
7,4,0.19715
3,4,0.21349
3,8,0.26276
13,10,0.26273
17,7,0.31184
11,8,0.21362
3,12,0.22971
2,9,0.21342
3,7,0.21362
14,10,0.2136
16,13,0.24651
13,13,0.19712
5,12,0.21345
2,8,0.47637
6,10,0.19738
13,12,0.27937
17,10,0.32823
7,4,0.22987
6,2,0.21373
3,3,0.32848
3,3,0.24649
12,7,0.19863
17,12,0.29563
17,14,0.26289
8,4,0.21516
5,3,0.21345
3,4,0.23013
2,5,0.23009
16,9,0.37799
17,11,0.36147
10,11,0.2299
4,11,0.23014
2,12,0.41048
12,8,0.21188
17,4,0.29604
18,5,0.31194
11,3,0.21346
6,3,0.22977
2,3,0.26276
3,4,0.22984
10,7,0.19714
15,12,0.21348
17,12,0.32862
10,3,0.21414
5,2,0.26289
2,3,0.26273
4,3,0.21329
12,4,0.19717
16,8,0.27895
17,12,0.24649
9,9,0.19698
5,6,0.19686
