FPOGX,FPOGY,FPOGD
10,3,0.37762
11,4,0.19714
9,9,0.91986
9,10,0.27927
9,12,0.54211
10,13,0.26273
11,15,0.27942
11,14,0.72256
11,15,0.83801
10,8,0.26273
11,8,0.36151
10,9,0.22992
10,13,0.2135
10,10,0.3121
10,13,0.23013
10,13,0.39429
9,16,0.75574
9,16,0.44312
8,14,0.21359
6,13,0.24652
6,8,0.39398
6,7,0.34488
6,8,0.59131
6,9,0.65686
6,10,0.3284
6,13,0.73923
6,12,0.67349
10,14,0.52573
9,11,0.19699
10,9,0.5256
10,9,0.06525
10,9,0.4603
10,12,0.22986
10,13,0.27939
9,14,0.7226
9,14,0.42728
9,14,0.54214
10,14,0.19711
11,9,0.19699
11,6,0.34525
12,7,0.23032
12,9,0.24652
11,15,0.2959
11,13,0.2468
10,8,0.21365
11,7,0.36151
10,11,0.55853
10,14,0.24649
10,15,0.37775
8,14,0.27939
6,14,0.46017
6,7,0.65683
6,13,0.27936
6,15,0.39438
7,11,0.19711
9,10,0.19727
10,15,0.22983
10,7,0.37775
10,12,0.26273
10,15,0.57516
7,14,0.3942
6,13,0.21378
9,15,0.37796
8,14,0.2789
10,14,0.23022
11,11,0.47626
10,10,0.44363
11,13,0.34488
11,14,0.52573
10,14,0.29529
8,5,0.22998
7,14,0.26285
11,11,0.23019
11,7,0.29578
11,6,0.34488
11,7,0.45972
10,8,0.32837
11,10,0.22995
12,12,0.34509
9,13,0.27905
7,14,0.29541
6,12,0.32892
9,12,0.23026
9,10,0.31223
9,11,0.23016
9,13,0.34528
10,11,0.41217
9,12,0.26303
9,13,0.44348
8,5,0.27899
9,5,0.67346
9,6,0.49286
8,9,0.24652
8,10,0.5256
8,11,0.36139
9,12,0.22995
8,13,0.4599
8,13,0.54227
7,14,0.39432
7,10,0.21362
6,10,0.19699
6,12,0.1972
7,6,0.32877
7,6,0.37759
7,7,0.34531
6,8,0.50906
5,10,0.27933
6,12,0.27924
6,13,0.3613
8,12,0.22986
9,11,0.32849
8,6,0.32864
8,8,0.39426
8,9,0.32819
8,11,0.47638
9,11,0.27924
10,10,0.27945
8,7,0.19711
8,15,0.26288
10,15,0.32852
7,12,0.2301
7,10,0.41095
7,12,0.50912
7,11,0.26288
8,8,0.22995
8,5,0.32849
7,6,0.32837
6,8,0.44363
7,11,0.47638
13,5,0.24649
8,9,0.26303
8,8,0.21362
8,5,0.26288
8,4,0.4108
7,6,0.24637
7,8,0.31201
9,10,0.3942
10,11,0.3121
10,10,0.0495
10,5,0.26337
10,5,0.54254
10,5,0.54208
10,11,0.68985
10,11,0.41119
9,11,0.55844
9,8,0.21338
10,7,0.19714
9,6,0.78854
9,7,0.22983
9,7,0.45972
9,11,0.29587
10,11,0.37772
10,11,0.27924
10,5,0.37805
11,4,0.54214
11,5,0.54239
12,9,0.29578
12,11,0.37726
11,12,0.27927
7,12,0.3613
10,11,0.21378
8,12,0.21378
7,11,0.23001
7,8,0.59161
8,11,0.36148
9,9,0.21378
8,10,0.41046
9,7,0.50879
8,8,0.44171
9,10,0.39423
9,11,0.41019
10,13,0.41074
10,12,0.0657
8,7,0.22986
7,11,0.23004
7,9,0.41061
7,7,0.39398
7,9,0.32846
8,7,0.21353
10,6,0.37772
10,8,0.19681
11,10,0.27945
10,11,0.2135
10,13,0.26248
10,13,0.54208
9,9,0.19711
10,12,0.19724
6,13,0.34503
7,9,0.21375
6,8,0.3779
6,9,0.31229
7,11,0.28094
7,9,0.36148
7,8,0.60797
8,9,0.26291
8,9,0.27911
10,10,0.21356
11,12,0.27924
11,10,0.23001
12,13,0.14792
12,12,0.04913
12,11,0.04926
10,13,0.45987
6,10,0.24646
7,7,0.24649
6,6,0.39417
8,10,0.24643
10,11,0.36133
11,10,0.26285
12,9,0.70651
12,9,0.26273
11,10,0.24652
9,8,0.32849
9,7,0.34476
9,6,0.59149
9,8,0.24591
9,9,0.34503
10,12,0.29584
10,6,0.24625
10,6,0.24677
10,8,0.3446
10,12,0.59146
10,10,0.2464
8,9,0.36163
9,6,0.36136
9,8,0.57501
9,9,0.22961
8,9,0.24649
8,7,0.60776
9,7,0.7233
11,10,0.33017
9,8,0.21378
7,8,0.34512
7,7,0.263
7,6,0.36121
6,8,0.54239
7,9,0.93634
10,11,0.27911
10,7,0.54211
11,8,0.93622
10,10,0.67377
10,10,0.2959
11,10,0.26288
11,8,0.72302
10,12,0.3121
10,12,0.47662
6,13,0.47638
7,7,0.32709
9,11,0.27942
9,9,0.42709
10,9,0.45975
10,10,0.39401
11,10,0.36145
11,5,0.54214
11,5,0.67349
11,7,0.24612
11,9,0.27951
11,11,0.70636
10,12,0.27924
11,11,0.67319
9,7,0.21323
11,10,0.22989
11,9,0.26285
12,8,0.31238
12,10,0.64102
11,10,0.3945
7,12,0.39429
6,11,0.2464
7,8,0.4758
6,8,0.3132
7,10,0.49301
7,11,0.21326
6,11,0.3288
7,5,0.24661
6,7,0.49271
6,10,0.85452
7,9,0.29578
10,10,0.32852
11,7,0.26367
11,8,0.55838
9,10,0.21338
7,10,0.50912
8,6,0.29559
7,7,0.2952
7,6,0.36111
6,9,0.31216
8,9,0.4274
10,9,0.34488
10,8,0.41074
10,6,0.64066
11,7,0.54184
11,7,0.57483
9,9,0.24652
8,9,0.24646
8,7,0.32889
8,9,0.44363
9,7,0.83786
10,6,0.29559
10,7,0.32852
9,9,0.23001
7,9,0.47623
7,7,0.21335
7,6,0.49265
6,7,0.64056
6,9,0.26248
8,8,0.24606
10,5,0.21396
10,3,0.39435
