FPOGX,FPOGY,FPOGD,BPOGX,BPOGY
0.4623,0.54331,0.41028,0.44158,0.57449
0.44643,0.53598,0.31177,0.38722,0.51339
0.31639,0.53841,0.2301,0.2364,0.5257
0.3241,0.59033,0.24609,0.52343,0.5768
0.46536,0.53971,0.27917,0.38918,0.54678
0.38136,0.57408,0.26294,0.37687,0.6871
0.36602,0.54324,0.44385,0.36339,0.48156
0.40376,0.54065,0.26282,0.48821,0.63256
0.49245,0.58602,0.39429,0.46142,0.50136
0.33529,0.61034,0.2135,0.2601,0.70606
0.26775,0.753,0.08179,0.22089,0.6295
0.46851,0.56935,0.42725,0.48549,0.57607
0.47745,0.52519,0.22998,0.46741,0.46741
0.4072,0.52367,0.37756,0.36449,0.49925
0.39497,0.52962,0.52563,0.36774,0.39392
0.38672,0.51458,0.31201,0.28874,0.58252
0.25682,0.56165,0.65735,0.3878,0.51011
0.44288,0.48632,0.31213,0.44934,0.51323
0.45026,0.49139,0.64075,0.43776,0.48863
0.47447,0.45374,0.29565,0.47521,0.40995
0.49895,0.4807,0.60767,0.51882,0.50914
0.48532,0.37223,0.22974,0.50735,0.15861
0.49683,0.12185,0.27917,0.52613,0.42318
0.482,0.44933,0.47668,0.44231,0.39698
0.34898,0.45765,0.21338,0.33608,0.46967
0.35052,0.46792,0.39429,0.4993,0.35976
0.42052,0.44372,0.21362,0.27721,0.48465
0.30499,0.49538,0.41089,0.39986,0.42591
0.40171,0.44383,0.37805,0.43331,0.39766
0.26318,0.2855,0.19702,0.2935,0.20403
0.27323,0.2185,0.31213,0.2735,0.16184
0.28085,0.34524,0.19714,0.28214,0.39782
0.29166,0.45232,0.31226,0.30503,0.50499
0.28343,0.53137,0.68994,0.46158,0.49309
0.41947,0.54567,0.34485,0.31763,0.59065
0.2923,0.62412,0.31165,0.22934,0.63768
0.29358,0.61171,0.39441,0.34111,0.64266
0.33342,0.58041,0.47668,0.37417,0.42081
0.4708,0.57061,0.37793,0.449,0.53755
0.44418,0.53608,0.64075,0.42072,0.59667
0.4093,0.56908,0.29565,0.24826,0.59429
0.26768,0.62261,0.31213,0.19429,0.65569
0.29819,0.62036,0.24646,0.28092,0.62688
0.36797,0.61191,0.2793,0.47401,0.54128
0.48069,0.60101,0.29565,0.54664,0.5376
0.3223,0.58541,0.7063,0.3683,0.57388
0.33833,0.48647,0.22998,0.3284,0.39857
0.42436,0.48665,0.21375,0.49772,0.47004
0.47612,0.53408,0.36145,0.24841,0.5486
0.2989,0.57488,0.36145,0.2757,0.56543
0.3108,0.56804,0.54199,0.46886,0.64632
0.45876,0.56497,0.32849,0.41842,0.51459
0.47655,0.57404,0.2793,0.55751,0.59203
0.46229,0.53184,0.31201,0.44064,0.50269
0.41077,0.51079,0.42725,0.3973,0.48901
0.41352,0.49787,0.26282,0.42369,0.58266
0.45634,0.5031,0.27905,0.48699,0.49229
0.48411,0.48588,0.3125,0.52533,0.54568
0.48492,0.51199,0.36157,0.46092,0.56532
0.35726,0.53851,0.26294,0.43374,0.47376
0.46632,0.47682,0.29578,0.50751,0.47487
0.45021,0.51101,0.26282,0.39074,0.59339
0.33275,0.55077,0.24622,0.29756,0.54872
0.30682,0.56527,0.32849,0.33781,0.63071
0.28956,0.52944,0.44336,0.27876,0.50119
0.30305,0.49179,0.39441,0.42076,0.51948
0.38303,0.48361,0.27942,0.34437,0.52615
0.33381,0.50347,0.37805,0.37391,0.51357
0.34332,0.46917,0.55859,0.32501,0.52338
0.43955,0.48701,0.50842,0.44143,0.42503
0.3907,0.44757,0.427,0.37406,0.47267
0.44601,0.48465,0.36157,0.54899,0.47843
0.49857,0.4801,0.27917,0.42393,0.52809
0.47628,0.50407,0.59131,0.40845,0.42799
0.42461,0.47442,0.42712,0.29115,0.44832
0.34221,0.47333,0.31201,0.43212,0.46437
0.42923,0.45262,0.36145,0.48952,0.45287
0.47723,0.48661,0.36133,0.33083,0.49875
0.28492,0.50804,0.37781,0.23222,0.52316
0.28474,0.50668,0.75562,0.31795,0.44637
0.31824,0.46808,0.45996,0.34363,0.61014
0.29522,0.50032,0.47632,0.49811,0.44655
0.4553,0.50315,0.29565,0.36143,0.46504
0.37318,0.47722,0.47668,0.47091,0.43084
0.4777,0.44318,0.31213,0.46528,0.51481
0.46986,0.4231,0.50928,0.42886,0.36513
0.44381,0.42639,0.24646,0.31414,0.4695
0.28054,0.49606,0.32849,0.2625,0.57179
0.24999,0.51056,0.80505,0.3075,0.52859
0.37262,0.46939,0.50916,0.49155,0.53522
0.48306,0.51027,0.37781,0.5105,0.51132
0.44661,0.52258,0.39417,0.41234,0.44762
0.39188,0.44312,0.21326,0.39868,0.47416
0.36307,0.47231,0.26245,0.33347,0.45435
0.36708,0.47332,0.26294,0.40902,0.46913
0.43299,0.41958,0.427,0.44216,0.53875
0.36268,0.43479,0.26245,0.22773,0.39893
0.30146,0.44423,0.50928,0.37648,0.46472
0.47346,0.47369,0.21326,0.49122,0.51231
0.48665,0.4673,0.2793,0.42863,0.39621
0.4517,0.36796,0.32874,0.49703,0.42737
0.49467,0.40078,0.32861,0.46477,0.39855
0.46314,0.38657,1.21533,0.48045,0.39317
0.44351,0.40318,0.31213,0.31558,0.46242
0.38602,0.41051,0.26282,0.4134,0.37085
0.48389,0.3521,0.36133,0.52772,0.31333
0.49698,0.27662,0.29541,0.44393,0.23834
0.45563,0.31738,0.96948,0.37041,0.3537
0.33068,0.37804,0.2959,0.19468,0.41357
0.29618,0.57439,0.19727,0.4437,0.97021
0.26178,0.37431,0.3623,0.27561,0.39872
0.30931,0.36943,0.57483,0.32236,0.33953
0.31619,0.37185,0.62402,0.34455,0.38391
0.36685,0.3583,0.49304,0.48562,0.37906
0.46954,0.30292,0.24646,0.44282,0.29662
0.47833,0.31459,0.57507,0.48076,0.2239
0.43489,0.29768,0.52576,0.40067,0.25624
0.49008,0.28518,0.21375,0.5078,0.4317
0.44677,0.2972,0.22986,0.40361,0.30327
0.35473,0.30669,0.49292,0.39306,0.34969
0.4164,0.31397,0.52576,0.47442,0.3446
0.43534,0.29097,0.27942,0.39347,0.18128
0.43082,0.33643,0.14771,0.54291,0.4814
0.78968,0.35329,0.32861,0.8537,0.27183
0.73607,0.2386,0.08215,0.49332,0.04411
0.40966,0.19224,0.39404,0.41165,0.22744
0.42625,0.23463,0.26282,0.44709,0.40051
0.46711,0.45753,0.26306,0.514,0.45462
0.50387,0.51521,0.26306,0.51867,0.6329
0.49555,0.63388,0.73938,0.55611,0.68552
0.53763,0.631,0.36133,0.54247,0.5777
0.529,0.63492,0.73914,0.47749,0.98755
0.3865,0.25592,0.27917,0.38663,0.15685
0.37806,0.15661,0.47656,0.45636,0.09476
0.49937,0.21284,0.54236,0.51812,0.26278
0.55015,0.63527,0.26282,0.55484,0.63217
0.55081,0.58343,0.32849,0.42472,0.18213
0.41112,0.11803,0.41077,0.3733,0.03983
0.39067,0.10651,0.29553,0.40459,0.15355
0.28621,0.17225,0.21338,0.23715,0.21152
0.22872,0.24826,0.27954,0.25387,0.68705
0.29346,0.74505,0.45984,0.30489,0.78574
0.30427,0.76959,0.39417,0.41754,0.80972
0.37805,0.78387,0.39429,0.21912,0.68271
0.39029,0.73259,0.24622,0.37065,0.36374
0.35914,0.19805,0.26294,0.34067,0.16535
0.33384,0.27483,0.08203,0.27883,0.64967
0.31751,0.82404,0.2793,0.33488,0.79387
0.35165,0.5631,0.1969,0.35992,0.36775
0.37173,0.49345,0.2135,0.41256,0.81542
0.37942,0.79714,0.34497,0.27658,0.79444
0.30737,0.78074,0.37756,0.30509,0.61208
0.28915,0.41749,0.22986,0.27279,0.25515
0.25124,0.33512,0.23022,0.32411,0.62963
0.38867,0.73184,0.19739,0.40211,0.80768
0.44399,0.78726,0.54211,0.48629,0.766
0.47904,0.72381,0.27917,0.36882,0.46867
0.45287,0.62087,0.2135,0.48524,0.73543
0.50254,0.71522,0.42712,0.44119,0.77649
0.48556,0.74991,0.2793,0.51159,0.63805
0.50079,0.60875,0.22998,0.47291,0.22477
0.4669,0.15609,0.57483,0.48071,0.17068
0.53217,0.65279,0.39429,0.4813,0.71815
0.47326,0.68712,0.26331,0.39095,0.7082
0.3909,0.72556,0.2627,0.36131,0.68578
0.37085,0.58527,0.24622,0.37911,0.25255
0.36254,0.23598,0.24634,0.3777,0.23377
0.38655,0.47377,0.19714,0.41008,0.69963
0.45897,0.67873,0.22961,0.48177,0.57739
0.41278,0.65008,0.41089,0.32304,0.65858
0.49679,0.63185,0.50903,0.57087,0.32201
0.43845,0.64005,0.29517,0.4694,0.58591
0.40986,0.60056,0.37793,0.35431,0.57774
0.37225,0.69097,0.26306,0.38884,0.86495
0.40444,0.8728,0.04956,0.43477,0.9347
0.32285,0.70586,0.26294,0.33179,0.66079
0.33511,0.58626,0.21338,0.325,0.47182
0.30298,0.22677,0.37781,0.32346,0.17518
0.30859,0.67609,0.59155,0.30874,0.62341
0.32636,0.65211,0.41077,0.29532,0.70296
0.2778,0.6918,0.57507,0.378,0.71525
0.31205,0.6547,0.29578,0.25433,0.63609
0.27078,0.51774,0.09875,0.23577,0.21509
0.2307,0.16135,0.32861,0.22132,0.16287
0.30187,0.63307,0.21362,0.32091,0.76036
0.29064,0.66834,0.47632,0.25989,0.61264
0.27305,0.55955,0.24646,0.37275,0.66672
0.45346,0.60707,0.21362,0.5239,0.63316
0.44305,0.6241,0.26257,0.38648,0.6642
0.34898,0.62164,0.26282,0.29782,0.61135
0.37854,0.60537,0.24658,0.47562,0.60404
0.41929,0.59946,0.24634,0.29818,0.65934
0.24406,0.65297,0.31201,0.37207,0.73425
0.35932,0.64157,0.32849,0.38495,0.67382
0.42053,0.72577,0.24646,0.4069,0.69258
0.40284,0.65138,0.36145,0.47468,0.80174
0.40521,0.58994,0.60779,0.3351,0.65954
0.27016,0.64265,0.26294,0.21022,0.59016
0.22996,0.68021,0.2301,0.30266,0.5889
0.40697,0.57508,0.26282,0.2782,0.60983
0.26487,0.61828,0.41101,0.31171,0.62245
0.32166,0.63012,0.44397,0.40228,0.64127
0.38484,0.56011,0.44348,0.33821,0.59013
0.37815,0.64255,0.59119,0.36348,0.59805
0.35003,0.25506,0.39441,0.38129,0.55191
0.43958,0.57909,0.2135,0.64555,0.43679
0.57914,0.47123,0.27917,0.41153,0.53788
0.42031,0.58627,0.54224,0.45986,0.52057
0.42304,0.5691,0.26294,0.44963,0.59659
0.26061,0.98948,0.32874,0.31961,0.98521
0.30627,0.96144,0.41077,0.25656,0.91448
0.28922,0.81193,0.11511,0.46968,0.1089
0.54807,0.01691,0.3606,0.52485,0.01343
