FPOGX,FPOGY,FPOGD
9,0,0.31212
9,1,0.2791
7,8,0.27939
9,7,0.26263
10,9,0.26288
10,11,0.37787
11,11,0.3289
11,11,0.3288
10,10,0.85468
9,9,0.37788
9,6,0.27899
13,18,0.27957
8,8,0.345
7,8,0.42726
6,10,0.68999
8,16,0.39436
11,5,0.19696
11,2,0.36127
13,3,0.22945
12,5,0.26237
11,16,0.5256
9,16,0.7886
8,16,0.27924
7,10,0.22998
8,8,0.36119
7,17,0.4765
7,17,0.42714
10,17,0.29562
10,17,0.27953
11,16,0.26274
11,14,0.08223
9,5,0.29575
9,4,0.4274
10,17,0.36137
9,17,0.7394
9,7,0.39412
10,16,0.838
6,16,0.27895
6,16,0.31201
7,13,0.19725
9,4,0.08226
6,6,0.26277
6,8,0.18088
5,14,0.31157
7,15,0.27814
11,15,0.31226
6,14,0.42697
6,6,0.64063
5,6,0.54198
6,10,0.19711
10,16,0.29575
6,14,0.39412
6,13,0.31197
6,12,0.64049
11,16,0.32816
11,16,0.50943
9,14,0.32863
9,5,0.34488
11,15,0.4106
10,15,0.13136
10,3,0.26286
10,4,0.2135
11,7,0.34502
11,14,0.65712
6,13,0.52562
5,8,0.23012
7,9,0.13152
10,14,0.45975
11,13,0.31198
10,9,0.54211
10,13,0.47626
11,10,0.19714
10,3,0.29588
11,12,1.16577
10,11,0.29553
9,12,0.72287
11,12,0.42711
10,12,0.29549
8,12,0.26299
6,12,0.67351
7,12,0.39439
5,10,0.27937
6,10,0.41078
6,6,0.19714
6,4,0.45999
6,11,0.52563
11,11,0.23001
11,12,0.27939
10,11,0.29561
11,9,0.41049
10,10,0.37778
8,11,0.32593
7,11,0.39375
6,10,0.27898
5,10,0.62411
6,10,0.41089
5,9,0.31198
7,9,0.24623
8,10,0.21349
9,10,0.26274
10,10,0.39426
9,11,0.24652
11,10,0.27937
10,9,0.60812
11,11,0.34467
9,14,0.26312
11,8,0.95297
11,8,0.93633
10,5,0.21336
10,3,0.36139
12,4,0.34528
11,6,0.31212
10,8,0.36137
7,10,0.39397
10,7,0.50941
9,10,0.28139
8,8,0.24637
7,10,0.42743
9,11,0.50897
8,10,0.4931
8,10,0.31183
8,9,0.36136
8,11,0.36136
7,10,1.33063
8,11,0.60831
8,10,0.24585
7,11,0.37769
8,11,0.26276
10,8,0.263
10,9,0.24655
8,10,0.4436
8,10,0.39456
8,10,0.72302
8,10,0.36133
10,10,0.24637
10,10,0.2955
9,9,0.41049
7,9,0.42697
10,9,0.68985
6,9,0.39319
6,10,0.70621
6,9,0.32867
9,9,0.24649
11,8,0.31113
9,9,0.21353
6,9,0.52573
9,5,0.29538
7,5,0.19852
6,10,0.37772
6,4,0.44336
6,10,0.70636
8,8,0.263
8,8,0.87064
7,8,0.27939
7,8,0.41049
7,7,0.32864
9,7,0.32846
10,7,0.32849
11,8,0.32877
11,7,0.39389
6,8,0.37769
10,6,0.37775
11,6,0.7388
11,6,0.57486
10,6,0.62436
8,6,0.3779
9,6,0.32877
9,5,0.41055
8,6,0.55835
6,8,0.29575
6,7,0.41077
6,7,0.41077
7,9,0.32864
6,7,0.32861
6,6,0.31174
6,4,0.21362
7,3,0.26306
10,6,0.29575
8,6,0.23019
7,6,0.65714
9,7,0.31213
8,6,0.47638
9,6,0.64059
7,7,0.85428
8,6,0.55847
7,6,0.42731
8,5,0.32867
8,5,0.32861
8,5,0.37814
8,4,0.85437
7,4,0.37781
7,4,0.32861
7,4,0.27927
6,4,0.29575
6,5,0.45975
7,3,0.24588
6,3,0.42709
6,4,0.54196
7,3,0.27908
7,3,0.427
9,3,0.49277
8,2,0.31186
9,8,0.32877
11,8,0.41074
10,9,0.3288
11,11,0.24628
11,11,0.32867
11,11,0.31241
11,12,1.14972
8,2,0.42712
6,4,0.263
5,5,0.345
7,5,0.22989
6,5,0.22998
8,6,0.21347
14,3,0.13141
10,16,0.3927
10,4,0.96939
9,14,0.29547
9,17,0.54211
6,17,0.52576
7,17,0.24652
6,6,0.36111
8,17,0.24649
7,16,0.26279
6,16,0.29559
7,12,0.19711
7,6,0.4436
10,16,0.73941
9,16,0.36127
8,16,0.24649
7,16,0.24646
11,16,0.50925
11,12,0.32846
10,8,0.3779
10,11,0.41064
11,14,0.21375
11,15,0.41049
9,5,0.21359
12,15,0.73895
11,15,0.44336
10,15,0.23029
6,16,0.26273
8,15,0.2139
10,14,0.44409
7,15,0.34494
8,15,0.27884
7,7,0.27939
8,15,0.55811
6,15,0.96927
7,16,0.60776
8,16,0.29565
10,15,0.22971
10,14,0.2959
8,15,0.21381
8,13,0.21365
11,14,0.50952
11,11,0.32877
11,12,0.4599
9,9,0.24655
10,7,0.21335
10,3,0.34473
11,12,0.39438
10,12,0.42682
11,11,0.65726
10,10,0.26312
8,14,0.34512
7,15,0.2464
7,15,0.31198
8,13,0.26184
11,11,0.45999
11,11,1.05124
9,9,0.24615
6,14,0.42712
6,7,0.19711
6,5,0.24664
5,7,0.36136
7,9,0.37793
6,14,0.45999
5,19,1.16696
8,3,0.27954
10,0,0.59116
10,0,0.08231
