FPOGX,FPOGY,FPOGD,BPOGX,BPOGY
0.49091,0.61405,0.23004,0.47754,0.58081
0.52375,0.50552,0.64069,0.67101,0.60541
0.6541,0.68731,0.36163,0.71101,0.6787
0.70232,0.71466,0.29565,0.78847,0.85245
0.68972,0.83146,0.2467,0.62944,0.77564
0.59898,0.79042,0.50922,0.50129,0.78619
0.51477,0.74255,0.29565,0.54155,0.67542
0.53389,0.60402,0.2301,0.5452,0.5654
0.5369,0.62908,0.263,0.53356,0.70199
0.57258,0.66511,0.31177,0.74018,0.69225
0.68587,0.69698,0.32861,0.64978,0.70576
0.61403,0.71248,0.31183,0.7218,0.53937
0.6613,0.50992,0.26276,0.60721,0.51983
0.57419,0.48843,0.4762,0.64664,0.45809
0.57108,0.54984,0.21362,0.48968,0.65991
0.54635,0.6369,0.24493,0.66483,0.64596
0.71162,0.64961,0.22998,0.83444,0.60394
0.75775,0.64544,0.39447,0.70528,0.66929
0.68997,0.75393,0.21368,0.6603,0.86293
0.62951,0.83168,0.32843,0.51459,0.80702
0.54778,0.74999,0.29559,0.56293,0.73923
0.55821,0.67861,0.24628,0.56655,0.6237
0.57699,0.54791,0.2298,0.55601,0.52666
0.64656,0.46548,0.2301,0.66063,0.46431
0.65045,0.48531,0.29602,0.50454,0.56958
0.50484,0.56991,0.52557,0.59836,0.46927
0.60753,0.45035,0.62415,0.61698,0.38684
0.63199,0.38276,0.29529,0.50976,0.60379
0.50362,0.60188,0.34473,0.50819,0.51382
0.57494,0.51174,0.2464,0.6611,0.52671
0.68896,0.52329,0.31238,0.76336,0.47011
0.72743,0.45846,0.49249,0.61416,0.53829
0.56757,0.55536,0.59119,0.61799,0.69963
0.60275,0.74369,0.39423,0.69394,0.68722
0.63782,0.68067,0.29565,0.58195,0.633
0.57476,0.57994,0.22937,0.63676,0.3198
0.60092,0.39996,0.39441,0.51774,0.41063
0.54186,0.40003,1.01862,0.50544,0.389
0.53955,0.40265,0.29602,0.57191,0.37861
0.52739,0.39198,0.39423,0.5099,0.3652
0.46687,0.3324,0.27936,0.48017,0.40814
0.60285,0.70864,0.2959,0.60805,0.76394
0.66907,0.7424,0.26276,0.81884,0.63632
0.72181,0.67061,0.45984,0.68833,0.66557
0.61946,0.62997,0.54211,0.5684,0.62582
0.54758,0.66758,0.29663,0.49044,0.77816
0.52419,0.75145,0.32831,0.5257,0.73239
0.55211,0.68752,0.27911,0.56678,0.59133
0.54483,0.66052,0.263,0.53483,0.80043
0.52577,0.78677,0.54242,0.50351,0.80334
0.51689,0.7229,0.23004,0.53304,0.71561
0.53019,0.66748,0.39417,0.54682,0.52887
0.52911,0.56052,0.44348,0.50629,0.48905
0.54638,0.55686,0.39423,0.55522,0.57796
0.58587,0.6281,0.57538,0.60513,0.63585
0.65002,0.63818,0.2301,0.61868,0.63463
0.68979,0.63494,0.54218,0.53401,0.55671
0.51091,0.53372,0.34515,0.45164,0.49959
0.45985,0.56789,0.08191,0.42974,0.70043
0.5549,0.50322,0.32874,0.56784,0.54646
0.51612,0.52117,0.40967,0.40134,0.56
0.49358,0.65771,0.19708,0.61378,0.69248
0.60438,0.68308,0.44348,0.51243,0.61593
0.57538,0.60263,0.24634,0.68447,0.54264
0.62213,0.52133,0.31219,0.55144,0.5182
0.55616,0.55634,0.31213,0.60942,0.59373
0.52445,0.67839,0.44366,0.51671,0.71761
0.52919,0.79544,0.37799,0.60673,0.73363
0.59714,0.62221,0.21338,0.60589,0.56532
0.62115,0.59664,0.36182,0.54381,0.59243
0.6387,0.59272,0.22998,0.68376,0.60278
0.6344,0.62642,0.39508,0.61101,0.6667
0.5961,0.83561,0.39478,0.57232,0.80285
0.58842,0.70135,0.21417,0.63611,0.57878
0.53883,0.53478,0.54199,0.48098,0.57356
0.49536,0.6002,0.36145,0.52782,0.73867
0.54006,0.72718,0.36121,0.52763,0.68846
0.5432,0.54434,0.4599,0.69964,0.71973
0.81082,0.84752,0.42712,0.8755,0.77675
0.63909,0.73058,0.2616,0.54218,0.72738
0.59463,0.73628,0.31195,0.72409,0.75868
0.59964,0.67415,0.21338,0.554,0.65231
0.64069,0.66405,0.34515,0.82305,0.73137
0.66528,0.69073,0.19696,0.56066,0.67463
0.60568,0.69367,0.2959,0.68921,0.77659
0.62375,0.7228,0.2301,0.52611,0.71496
0.57237,0.66492,0.24652,0.68488,0.46943
0.61639,0.4517,0.36121,0.51229,0.44399
0.51532,0.47349,0.77216,0.62375,0.53076
0.85981,0.65222,0.2135,0.87091,0.70391
0.82879,0.66357,0.24591,0.8474,0.53888
0.76395,0.49809,0.31213,0.6963,0.5347
0.66162,0.86161,0.26257,0.67154,0.82863
0.8124,0.68071,0.2301,0.82749,0.53943
0.85632,0.57324,0.37793,0.77301,0.58493
0.71602,0.57424,0.29578,0.47552,0.78622
0.61065,0.66332,0.19666,0.81566,0.4073
0.79393,0.40991,0.37787,0.78763,0.34102
0.76735,0.35672,0.59113,0.77091,0.31661
0.72859,0.37893,0.04919,0.66141,0.55751
0.60325,0.76725,0.34497,0.5915,0.7567
0.57456,0.65691,0.22998,0.54834,0.62151
0.60644,0.66629,0.24628,0.65301,0.67439
0.62009,0.70445,0.42712,0.57593,0.72905
0.64083,0.70226,0.34485,0.65598,0.70164
0.60758,0.67217,0.36218,0.56599,0.63578
0.59248,0.548,0.22998,0.57671,0.53108
0.64826,0.38716,0.34491,0.62471,0.41519
0.61784,0.4507,0.31201,0.69715,0.60569
0.74402,0.59681,0.26245,0.81352,0.64949
0.70496,0.68823,0.23004,0.61235,0.73371
0.63686,0.713,0.42737,0.78142,0.66904
0.72713,0.62688,0.24646,0.677,0.55177
0.6303,0.52685,0.39447,0.60282,0.51293
0.69816,0.59057,0.21393,0.76628,0.64052
0.72646,0.67468,0.41107,0.80192,0.8699
0.75076,0.80731,0.23059,0.69064,0.66445
0.71668,0.66594,0.27942,0.72478,0.62904
0.73463,0.66782,0.27924,0.7989,0.7814
0.701,0.7609,0.23029,0.6263,0.73388
0.67506,0.73828,0.34515,0.62863,0.71289
0.67444,0.70454,0.2464,0.78646,0.71624
0.74408,0.70475,0.4765,0.64486,0.72649
0.62981,0.68972,0.31213,0.61551,0.6357
0.64216,0.59398,0.27863,0.7029,0.48418
0.7158,0.55075,0.27911,0.78255,0.64449
0.71094,0.53414,0.2135,0.63788,0.3141
0.567,0.38531,0.72284,0.54877,0.41145
0.62967,0.47515,0.2135,0.7236,0.6202
0.70572,0.6646,0.27917,0.69759,0.78394
0.64525,0.75411,0.26282,0.58072,0.73504
0.56644,0.72606,0.31213,0.53928,0.58226
0.62517,0.68122,0.23029,0.69255,0.77913
0.65639,0.76188,0.67365,0.70872,0.58363
0.72993,0.5478,0.24609,0.79865,0.47684
0.78012,0.47991,0.32849,0.79137,0.44904
0.80197,0.3521,0.23004,0.7975,0.26131
0.78901,0.42721,0.21344,0.86322,0.65089
0.78236,0.66662,0.29578,0.73383,0.70075
0.67987,0.74458,0.29565,0.56264,0.78348
0.5348,0.78727,0.44446,0.60541,0.74826
0.6014,0.74683,0.77167,0.73794,0.72436
0.70167,0.72959,0.55847,0.67796,0.73651
0.63164,0.71859,0.42749,0.59393,0.71997
0.62614,0.73257,0.34497,0.56364,0.70849
0.59355,0.69121,0.34509,0.72389,0.63745
0.67179,0.64068,0.41064,0.5993,0.63843
0.62302,0.64151,0.26276,0.71217,0.6439
0.68084,0.64427,0.55847,0.75725,0.6649
0.71928,0.68478,0.47656,0.68637,0.69708
0.63968,0.73262,0.31238,0.59652,0.73168
0.68551,0.70414,0.22974,0.722,0.65948
0.69183,0.63364,0.24603,0.62205,0.47706
0.62345,0.47524,0.2464,0.62501,0.46547
0.58325,0.43875,0.32904,0.68204,0.58252
0.634,0.81417,0.39441,0.59152,0.79565
0.57284,0.78033,0.62469,0.51076,0.66902
0.54631,0.69677,0.52588,0.55212,0.70334
0.51654,0.77153,0.22998,0.38775,0.90456
0.50067,0.73559,0.31207,0.34595,0.8533
0.22551,0.98714,0.22992,0.24651,0.98241
0.11838,0.94585,0.4765,0.22348,0.91091
0.24509,0.92918,0.78851,0.32019,0.73032
0.43443,0.59992,0.27936,0.49591,0.47372
0.47236,0.38863,0.2135,0.44121,0.30717
0.50943,0.23384,0.29578,0.6229,0.29408
0.52406,0.04102,0.5752,0.52405,0.03804
0.49693,0.04302,0.22986,0.54809,0.08557
0.52983,0.08125,0.70624,0.51107,0.06016
