FPOGX,FPOGY,FPOGD
10,1,0.11514
10,3,0.32867
9,8,0.37803
9,10,0.77212
8,7,0.39446
14,8,0.34515
13,6,0.22984
10,5,0.3286
7,4,0.24693
6,4,0.27922
10,6,0.1965
6,6,0.75564
8,6,0.23004
11,7,0.55848
8,6,0.26313
7,5,0.37759
7,6,0.26285
7,8,0.75573
8,9,0.96922
7,7,0.47663
8,6,0.27994
13,8,0.21366
7,5,0.24632
7,5,0.52518
9,8,0.37772
8,9,0.45999
8,10,0.34528
13,10,0.27947
11,14,0.31239
9,14,0.27898
7,13,0.32857
15,10,0.24623
10,6,0.41059
8,5,0.47661
14,7,0.34498
11,6,0.24637
9,6,0.29588
11,6,0.2137
14,9,0.27933
12,11,0.21339
9,12,0.29584
10,10,0.21291
15,9,0.29574
8,11,0.39426
7,10,0.50945
16,8,0.27937
9,6,0.42725
8,5,0.47548
12,9,0.31199
8,8,0.60773
8,8,0.36153
14,7,0.23029
9,5,0.34526
7,6,0.52547
7,7,0.44344
8,9,0.18091
7,7,1.21559
9,9,0.60774
7,11,0.21313
6,12,0.87061
9,9,0.19682
6,8,0.27926
6,6,0.34488
7,9,0.82073
7,11,0.46033
7,11,0.77194
6,9,0.36081
7,9,0.34532
6,10,0.50956
7,10,0.65697
7,10,0.42675
7,10,1.10085
13,10,0.26285
10,8,0.26263
9,9,0.24625
15,10,0.37759
11,10,0.19709
7,11,0.34363
7,11,0.29588
11,9,0.32874
8,7,0.29545
7,6,0.31213
7,6,0.55859
7,6,0.59136
8,6,0.2299
11,6,0.08237
16,10,0.23006
15,17,0.34498
8,7,0.49297
14,8,0.22993
10,6,0.41068
8,6,0.31241
9,6,0.21352
14,7,0.23012
10,4,0.22998
8,3,0.46023
11,4,0.19681
15,7,0.29575
10,9,0.37771
10,10,0.37823
14,10,0.24647
10,11,0.41068
8,11,0.44341
14,8,0.2296
9,5,0.27925
8,5,0.46039
8,6,0.26273
12,8,0.2466
9,11,0.29588
8,11,0.3614
16,9,0.26289
13,9,0.24666
10,8,0.24652
9,8,0.32854
16,8,0.32835
11,4,0.31013
9,5,0.36149
8,5,0.26299
16,9,0.29578
13,10,0.28029
10,8,0.22998
16,10,0.23001
8,9,0.31223
9,8,0.32833
8,7,0.29589
14,9,0.22987
9,12,0.36142
7,13,0.4435
15,18,0.23001
17,18,0.34512
17,15,0.09879
19,5,0.29436
18,17,0.24637
17,18,0.62442
17,14,0.21358
17,18,0.345
15,6,0.23012
10,9,0.24669
8,9,0.23009
11,8,0.19682
10,9,0.21338
7,7,0.37787
9,6,0.19743
15,7,0.22986
9,7,0.24759
7,6,0.41048
17,15,0.22948
15,8,0.22971
12,6,0.32822
17,16,0.26289
12,17,0.19728
7,12,0.19708
10,6,0.34514
8,5,0.24588
7,6,0.42714
2,18,0.23041
8,6,0.29562
8,7,0.37773
9,8,0.72218
12,11,0.47607
7,9,0.41078
7,11,1.03503
12,9,0.32838
8,6,0.36098
7,6,0.49289
9,10,0.23021
8,8,0.98563
8,8,0.3286
9,8,0.2626
9,8,0.39465
9,8,0.27913
8,9,0.54234
11,9,0.19713
11,9,0.49303
8,10,0.60788
8,9,0.29585
13,6,0.21356
9,3,0.32851
7,4,0.2957
7,5,0.29544
9,5,0.24637
8,5,0.5916
7,6,0.32874
7,6,0.49251
6,6,0.45987
7,7,0.4599
7,6,0.83791
15,9,0.27939
13,9,0.26242
10,10,0.27937
8,10,0.31195
8,10,0.24612
13,8,0.22954
9,8,0.31201
7,4,0.23032
14,7,0.27939
12,9,0.21352
9,10,0.29588
8,10,0.42764
14,8,0.24437
10,5,0.26288
8,5,0.4926
7,5,0.37776
15,18,0.22974
3,17,0.3123
8,7,0.21361
10,12,0.2299
8,8,0.32837
14,11,0.50925
15,11,0.2626
15,9,0.26302
13,9,0.31198
11,8,0.24654
13,9,0.1974
15,8,0.29652
14,8,0.34471
11,8,0.345
9,7,0.24652
15,6,0.21364
11,3,0.22969
8,2,0.312
7,2,0.312
15,7,0.24658
12,7,0.312
9,6,0.24637
14,7,0.34477
9,3,0.39449
7,7,0.32878
15,7,0.32832
12,8,0.2464
8,8,0.59138
15,17,0.26147
4,18,0.57483
9,19,0.24667
8,9,0.39436
8,9,0.6077
10,13,0.44354
7,12,0.26299
5,12,0.37825
6,9,0.21361
8,5,0.39441
7,5,0.31252
8,5,0.2467
15,8,0.24579
11,5,0.31198
9,4,0.32912
9,5,0.24637
15,7,0.27933
11,4,0.31198
9,3,0.49292
16,6,0.27908
13,6,0.22998
9,3,0.47644
10,5,0.21379
11,6,0.44362
10,6,1.39667
7,5,0.49327
13,4,0.26288
11,2,0.29588
8,2,0.39452
7,4,0.32823
13,18,0.19716
3,17,0.27922
10,13,0.13181
9,8,0.29561
11,9,0.60777
9,9,0.21347
7,8,0.50909
7,7,0.312
7,5,0.26305
9,5,0.22986
12,7,0.21487
8,5,0.34502
7,4,0.37793
7,7,0.22998
7,8,0.36166
7,10,0.57545
8,10,0.22983
10,10,0.24623
7,10,0.60774
13,7,0.21361
14,6,0.21349
10,3,0.27942
8,2,0.26234
7,4,0.41051
14,14,0.1971
13,17,0.13136
3,19,0.14816
9,9,0.24649
9,8,0.60783
9,8,0.32837
9,9,0.2627
7,6,0.21364
7,5,0.26318
7,4,0.44351
7,4,0.23015
11,6,0.39407
9,5,0.34502
8,4,0.27937
7,4,0.37758
13,7,0.29588
9,9,0.42703
6,10,0.21346
5,17,0.7061
10,2,0.26274
11,1,0.52548
