FPOGX,FPOGY,FPOGD,BPOGX,BPOGY
0.53403,0.41801,0.31238,0.59611,0.44122
0.86304,0.37023,0.37769,0.88161,0.34233
0.74994,0.26568,0.21338,0.58864,0.17712
0.46216,0.16159,0.2135,0.41023,0.15124
0.30926,0.14173,0.21423,0.21012,0.10976
0.19471,0.14303,0.39417,0.35208,0.13158
0.54059,0.16001,0.24646,0.69707,0.16862
0.80406,0.25507,0.27917,0.85328,0.28365
0.85071,0.28701,0.29565,0.72371,0.22901
0.51394,0.17912,0.19714,0.43795,0.16012
0.28203,0.12594,0.2627,0.18413,0.15953
0.18987,0.18601,0.2793,0.36391,0.19951
0.52061,0.20682,0.21375,0.73195,0.26482
0.79915,0.2874,0.36157,0.85238,0.31302
0.83503,0.32969,0.2959,0.64161,0.38246
0.40236,0.45611,0.19714,0.25495,0.50906
0.2063,0.51176,0.44336,0.21274,0.55633
0.5025,0.56042,0.19714,0.73401,0.63839
0.75951,0.66145,0.32825,0.77903,0.7173
0.83286,0.7762,0.52539,0.66953,0.7261
0.46071,0.67795,0.19739,0.33256,0.65386
0.2058,0.55628,0.2959,0.16427,0.4982
0.21211,0.45898,0.22986,0.38812,0.34601
0.55247,0.1479,0.29565,0.74797,0.10618
0.82897,0.21312,0.22974,0.88528,0.34971
0.29064,0.69638,0.19592,0.21726,0.75785
0.19148,0.66912,0.22998,0.14453,0.59016
0.17543,0.52756,0.34509,0.31547,0.41636
0.49082,0.33324,0.41064,0.63177,0.40103
0.82947,0.52333,0.2793,0.89048,0.61066
0.85255,0.61298,0.36157,0.75731,0.56982
0.74633,0.55496,0.39551,0.63532,0.50128
0.3965,0.41885,0.2959,0.46247,0.32309
0.46185,0.34011,0.50952,0.57258,0.4108
0.81079,0.49529,0.21375,0.89299,0.52985
0.90061,0.49039,0.37744,0.90185,0.42997
0.91758,0.45667,0.77209,0.73914,0.37121
0.784,0.26056,0.2135,0.81231,0.0908
0.82521,0.17516,0.31226,0.87987,0.2945
0.87228,0.27701,0.41089,0.82792,0.27674
0.43382,0.36034,0.2124,0.20287,0.41371
0.17947,0.50555,0.2467,0.1461,0.61053
0.28894,0.63881,0.21326,0.56219,0.61888
0.6625,0.60132,0.21338,0.71813,0.59124
0.78209,0.55042,0.2301,0.84318,0.52307
0.84724,0.49008,0.34521,0.79574,0.44144
0.60933,0.50544,0.19714,0.2929,0.64158
0.2672,0.67803,0.31226,0.15812,0.73888
0.18587,0.72844,0.36157,0.31346,0.67909
0.55437,0.55452,0.2135,0.7258,0.55076
0.77862,0.50771,0.2627,0.86902,0.45781
0.83206,0.45405,0.34534,0.68337,0.41161
0.47336,0.38374,0.19751,0.37461,0.35015
0.28334,0.36652,0.21362,0.20972,0.3941
0.18048,0.35903,0.27954,0.14245,0.31635
0.2286,0.31277,0.24646,0.33513,0.2807
0.5014,0.25095,0.19714,0.70573,0.24701
0.82085,0.25528,0.2301,0.89507,0.25199
0.88928,0.21848,0.62439,0.87965,0.30573
0.84854,0.3258,0.427,0.60793,0.36759
0.58824,0.40563,0.2793,0.67976,0.61983
0.77803,0.57796,0.26306,0.79617,0.52029
0.83886,0.40869,0.21375,0.87309,0.36381
0.87045,0.27272,0.31213,0.60192,0.19353
0.5307,0.21136,0.24646,0.33761,0.3398
0.22274,0.47061,0.21387,0.13871,0.56058
0.15635,0.59787,0.29553,0.38636,0.63976
0.56506,0.60481,0.21362,0.69694,0.55158
0.77274,0.47522,0.2135,0.80885,0.37375
0.83706,0.26876,0.34509,0.62909,0.19752
0.59316,0.23101,0.22998,0.41883,0.59036
0.2789,0.69359,0.42725,0.20064,0.59042
0.23096,0.52733,0.22998,0.42605,0.30597
0.61765,0.36125,0.19739,0.80652,0.46161
0.82853,0.45007,0.32861,0.86805,0.56374
0.8304,0.6032,0.27905,0.70387,0.61973
0.54879,0.64171,0.24646,0.45391,0.66572
0.35736,0.70537,0.04968,0.18043,0.73099
0.19037,0.77213,0.41064,0.37795,0.73757
0.4991,0.70387,0.24634,0.80161,0.65829
0.29277,0.18392,0.2301,0.20594,0.19435
0.19275,0.2411,0.39429,0.28929,0.33062
0.76757,0.62685,0.36108,0.76911,0.69222
0.84475,0.70954,0.23071,0.88278,0.72303
0.80192,0.71164,0.22986,0.60134,0.65646
0.48707,0.68165,0.21362,0.37154,0.69549
0.2715,0.70403,0.26233,0.18005,0.7249
0.18318,0.6981,0.31213,0.36825,0.57923
0.58788,0.5246,0.19714,0.77361,0.52067
0.82097,0.48815,0.27917,0.85574,0.47404
0.84466,0.45999,0.32837,0.69906,0.47555
0.38994,0.61879,0.2793,0.32496,0.66669
0.1746,0.72513,0.31213,0.34692,0.72685
0.47453,0.70812,0.21362,0.66584,0.5797
0.79566,0.61975,0.21338,0.85042,0.60431
0.86651,0.57652,0.39417,0.65564,0.53975
0.55769,0.59083,0.2135,0.33024,0.61942
0.21908,0.67086,0.24597,0.14714,0.69758
0.17111,0.68604,0.32849,0.37044,0.69796
0.70401,0.70962,0.29565,0.83795,0.68547
0.85357,0.70252,0.39417,0.91767,0.72807
0.82003,0.71368,0.23022,0.54288,0.69021
0.47388,0.57104,0.21375,0.38093,0.4285
0.29837,0.3605,0.21375,0.24771,0.3069
0.17093,0.2187,0.42712,0.19953,0.24819
0.69218,0.44484,0.36145,0.72055,0.46589
0.85187,0.67413,0.4436,0.58356,0.67368
0.47967,0.68857,0.22791,0.30661,0.7109
0.20301,0.78308,0.29553,0.14522,0.76711
0.234,0.73535,0.24634,0.46288,0.61522
0.55377,0.61017,0.26245,0.75322,0.54294
0.81997,0.53987,0.29578,0.89825,0.51687
0.85337,0.47441,0.24658,0.699,0.3997
0.49317,0.34713,0.27917,0.41287,0.38963
0.1876,0.35525,0.41052,0.20005,0.2956
0.45691,0.19795,0.24597,0.71889,0.18196
0.79969,0.14569,0.26294,0.83195,0.13942
0.86256,0.13473,0.37769,0.65122,0.21323
0.5491,0.29691,0.21338,0.39366,0.42962
0.26587,0.55265,0.21313,0.19495,0.57933
0.16266,0.67945,0.34473,0.1927,0.71739
0.47034,0.59364,0.21375,0.58538,0.45105
0.7066,0.37687,0.2135,0.7996,0.30763
0.81278,0.32081,0.54248,0.65874,0.36105
0.60683,0.38816,0.2301,0.45348,0.52522
0.2873,0.68857,0.37781,0.52928,0.63836
0.77063,0.56896,0.29553,0.82446,0.53618
0.86862,0.46731,0.41028,0.88904,0.41806
0.78879,0.30739,0.11487,0.62551,0.05006
0.6068,0.04281,0.29553,0.59986,0.16603
0.44521,0.65394,0.19714,0.23746,0.64766
0.25298,0.58506,0.2301,0.49242,0.46407
0.59814,0.34215,0.22949,0.64364,0.18857
0.77432,0.14365,0.27905,0.83137,0.14354
0.85827,0.16338,0.29541,0.72841,0.2665
0.48985,0.21155,0.22998,0.26114,0.23544
0.20628,0.27995,0.31177,0.14763,0.30577
0.20672,0.33027,0.26294,0.35811,0.33392
0.56316,0.40853,0.2793,0.62417,0.42425
0.84234,0.51534,0.34521,0.87472,0.5628
0.84917,0.53874,0.37781,0.61456,0.62918
0.31001,0.5759,0.19702,0.20075,0.47549
0.15073,0.24734,0.24622,0.1364,0.20642
0.16067,0.19589,0.2793,0.45021,0.35262
0.77273,0.46406,0.427,0.86223,0.60668
0.86449,0.64992,0.36133,0.72513,0.68279
0.41302,0.6975,0.21362,0.1966,0.68223
0.16258,0.69109,0.32861,0.14165,0.71582
0.18221,0.65883,0.23022,0.35263,0.5529
0.46663,0.51625,0.08215,0.71742,0.4666
0.82834,0.43047,0.41052,0.86946,0.36604
0.83647,0.37502,0.29553,0.62045,0.39307
0.44697,0.4006,0.19702,0.27825,0.43378
0.20687,0.45406,0.24622,0.15035,0.45393
0.17538,0.50184,0.32861,0.42869,0.50378
0.58289,0.53211,0.31226,0.63224,0.5511
0.85176,0.6529,0.31213,0.91388,0.68596
0.85998,0.7059,0.24646,0.67473,0.67056
0.3391,0.44231,0.21362,0.23384,0.31167
0.18462,0.25115,0.23047,0.16737,0.22304
0.17326,0.20218,0.32849,0.36744,0.30536
0.50447,0.38289,0.21338,0.66923,0.50855
0.79401,0.60738,0.21362,0.85906,0.67231
0.86115,0.73572,0.29565,0.88209,0.80355
0.85224,0.73771,0.29541,0.74309,0.54116
0.53676,0.51507,0.19714,0.21211,0.46801
0.18611,0.41996,0.31189,0.12339,0.4485
0.34279,0.51375,0.19666,0.53002,0.54234
0.66928,0.57301,0.21338,0.75497,0.58782
0.80598,0.57832,0.2467,0.83033,0.61678
0.85204,0.60718,0.36121,0.72044,0.58033
0.49317,0.56065,0.19702,0.3527,0.53933
0.23713,0.56013,0.22986,0.17361,0.54088
0.19392,0.54298,0.34509,0.46118,0.50008
0.58894,0.47044,0.2135,0.82738,0.46982
0.86977,0.48337,0.67346,0.70533,0.38191
0.46627,0.24407,0.26257,0.33194,0.31732
0.21564,0.38246,0.2135,0.17244,0.43991
0.13144,0.5312,0.24646,0.11462,0.5793
0.40005,0.53808,0.19739,0.57601,0.49381
0.62164,0.5029,0.34497,0.82477,0.57089
0.83569,0.58657,0.42749,0.59796,0.6312
0.45,0.62659,0.23022,0.34921,0.58956
0.23161,0.39865,0.24646,0.17559,0.34947
0.14321,0.24452,0.22974,0.14331,0.21463
0.20305,0.23448,0.2793,0.53266,0.37505
0.60942,0.41906,0.45935,0.63594,0.58671
0.63069,0.50233,1.42908,0.52116,0.40027
0.41603,0.42026,0.22998,0.30617,0.39776
0.22634,0.42808,0.21326,0.19094,0.43431
0.52646,0.32131,0.21362,0.6425,0.25813
0.71834,0.18594,0.24622,0.74835,0.1617
0.81332,0.15075,0.24695,0.84429,0.14188
0.87141,0.1454,0.32861,0.68116,0.33453
0.5573,0.51922,0.24634,0.52891,0.56059
0.37205,0.68997,0.27905,0.32148,0.71974
0.15171,0.68612,0.21338,0.12443,0.59871
0.20253,0.4729,0.1969,0.42863,0.27566
0.49866,0.08263,0.21338,0.52489,0.05642
0.62817,0.14794,0.21326,0.77996,0.33489
0.79997,0.42765,0.24609,0.83955,0.51531
0.84085,0.63493,0.24634,0.75303,0.6237
0.63932,0.61532,0.21362,0.56779,0.62059
0.42869,0.62961,0.21362,0.19458,0.68775
0.18891,0.69894,0.57495,0.37557,0.69528
0.49969,0.68119,0.2135,0.67251,0.67337
0.72983,0.7028,0.26306,0.85996,0.73185
0.85607,0.74166,0.32849,0.88078,0.75192
0.84251,0.72654,0.23096,0.70097,0.62756
0.55447,0.45001,0.19727,0.43201,0.30561
0.3489,0.25156,0.2135,0.29654,0.1991
0.24199,0.26344,0.26294,0.15129,0.28118
0.19777,0.33985,0.24658,0.36786,0.5279
0.48852,0.58425,0.21362,0.62279,0.65568
0.72419,0.66022,0.2301,0.8038,0.59767
0.8319,0.47647,0.26294,0.84614,0.44194
0.86831,0.38847,0.37793,0.73306,0.3657
0.38785,0.35876,0.45996,0.25934,0.49056
0.27655,0.56135,0.32861,0.57666,0.61764
0.65174,0.62156,0.31226,0.83326,0.54235
0.86209,0.49662,0.34485,0.89346,0.45925
0.78467,0.45725,0.2135,0.63105,0.43665
0.31486,0.45229,0.32861,0.17088,0.49215
0.17929,0.48731,0.37756,0.35098,0.49526
0.49095,0.48856,0.2793,0.5693,0.53037
0.86011,0.60293,0.34619,0.88308,0.60634
0.74921,0.6123,0.21338,0.54168,0.63377
0.43862,0.67448,0.27917,0.30133,0.70908
0.24994,0.71024,0.29553,0.20286,0.72327
0.2756,0.67294,0.22986,0.49656,0.58395
0.61189,0.60505,0.21362,0.75739,0.671
0.82819,0.69565,0.427,0.8607,0.7078
0.86774,0.69134,0.3125,0.68016,0.6007
0.68682,0.58034,1.00208,0.77918,0.70091
0.81905,0.66883,0.34485,0.86373,0.61905
0.838,0.61147,0.31213,0.59555,0.56602
0.4595,0.59175,0.27942,0.33587,0.62597
0.26245,0.64254,0.24634,0.15267,0.62139
0.16408,0.55929,0.26294,0.19449,0.54598
0.4927,0.27223,0.21362,0.55961,0.19104
0.66349,0.14276,0.24634,0.81986,0.2625
0.84366,0.35351,0.2793,0.84291,0.40504
0.81762,0.40449,0.39441,0.67614,0.46379
0.56814,0.44553,0.2301,0.31893,0.443
0.27738,0.43484,0.39441,0.30106,0.48821
0.61362,0.66664,0.2301,0.77983,0.71359
0.82062,0.71874,0.52563,0.67777,0.58453
0.55755,0.4942,0.1969,0.4603,0.39236
0.2846,0.37736,0.27917,0.23071,0.40503
0.17763,0.3517,0.24622,0.17613,0.32545
0.38092,0.17651,0.24634,0.47193,0.1559
0.7052,0.41472,0.21362,0.82042,0.47476
0.8633,0.57454,0.36145,0.86548,0.60026
0.69967,0.48074,0.19739,0.56883,0.40195
0.42196,0.43443,0.19714,0.26005,0.42489
0.18205,0.46423,0.42749,0.16715,0.48231
0.41193,0.62428,0.22961,0.47694,0.69665
0.56903,0.70383,0.2135,0.70892,0.72172
0.82367,0.66668,0.21362,0.86866,0.64026
0.81246,0.63388,0.26282,0.68302,0.60689
0.21037,0.6182,0.22986,0.14238,0.66212
0.16897,0.63019,0.36157,0.33145,0.54968
0.54393,0.56327,0.19702,0.78958,0.54902
0.8625,0.58305,0.59119,0.69595,0.5585
0.44805,0.58803,0.19727,0.33152,0.62657
0.26302,0.65351,0.22986,0.15566,0.69108
0.16841,0.74047,0.41064,0.31,0.76809
0.45099,0.70695,0.19714,0.62325,0.63745
0.77363,0.61306,0.21362,0.87442,0.58921
0.85184,0.59149,0.37781,0.64577,0.55968
0.56389,0.47689,0.06555,0.63241,0.46839
0.19195,0.38058,0.42676,0.40353,0.26965
0.5175,0.22231,0.21375,0.5775,0.20254
0.6573,0.15639,0.23022,0.7999,0.14625
0.88892,0.11944,0.52563,0.75598,0.19078
0.40191,0.32695,0.31226,0.28424,0.34229
0.23968,0.43403,0.2135,0.16375,0.56567
0.20384,0.60832,0.2959,0.44392,0.64143
0.62895,0.65562,0.2467,0.84052,0.65982
0.86095,0.64901,0.36133,0.86969,0.59782
0.73505,0.5853,0.1969,0.61538,0.54552
0.3949,0.56129,0.19702,0.26847,0.54249
0.22306,0.5561,0.29565,0.13817,0.57401
0.1958,0.55775,0.27869,0.44001,0.50369
0.82321,0.46575,0.22986,0.86694,0.48164
0.85198,0.49835,0.4928,0.70386,0.53453
0.47744,0.56016,0.2467,0.44401,0.62653
0.25726,0.67623,0.19727,0.15664,0.73863
0.16537,0.68976,0.44385,0.35806,0.63785
0.83626,0.42413,0.2793,0.87653,0.40172
0.82884,0.36775,0.24646,0.58493,0.25435
0.49407,0.2194,0.24646,0.40168,0.23675
0.43807,0.20494,0.13135,0.60107,0.16991
0.27382,0.53379,0.2135,0.59495,0.52487
0.70535,0.54134,0.2959,0.78484,0.45647
0.82526,0.44092,0.24634,0.87652,0.41251
0.88503,0.39687,0.29553,0.89824,0.33252
0.81563,0.35604,0.21362,0.51248,0.36967
0.47664,0.37656,0.27942,0.23417,0.41471
0.16569,0.46796,0.2301,0.13083,0.48979
0.36597,0.53675,0.19702,0.64898,0.59239
0.75937,0.59891,0.22998,0.81117,0.59835
0.85796,0.59879,0.2627,0.86762,0.62076
0.85046,0.58326,0.31213,0.63359,0.57046
0.26811,0.63875,0.23022,0.13908,0.69939
0.18739,0.71535,0.31226,0.40091,0.72359
0.50417,0.68808,0.29565,0.68703,0.70833
0.88024,0.69554,0.31201,0.92419,0.70442
0.87787,0.728,0.26294,0.58052,0.70365
0.50174,0.62383,0.22974,0.45611,0.53734
0.21386,0.28138,0.2301,0.15696,0.21058
0.13552,0.2042,0.41064,0.39554,0.32772
0.58829,0.3889,0.37781,0.80394,0.53261
0.8697,0.5738,0.41077,0.73712,0.50255
0.52551,0.40366,0.19727,0.41449,0.33436
0.32003,0.31948,0.23022,0.22467,0.29981
0.23822,0.26197,0.27905,0.47099,0.18577
0.48398,0.18589,0.29578,0.66153,0.33223
0.74576,0.41918,0.24634,0.83814,0.50584
0.8558,0.55457,0.39417,0.66476,0.36472
0.5837,0.33218,0.44373,0.34812,0.43945
0.18285,0.59403,0.32874,0.48157,0.59422
0.62267,0.61116,0.27954,0.83267,0.57491
0.84616,0.56731,0.2793,0.88855,0.53683
0.85435,0.52622,0.34497,0.66632,0.45616
0.57631,0.3996,0.24646,0.47063,0.34052
0.41097,0.32799,0.22998,0.13313,0.22985
0.16662,0.23709,0.26294,0.29137,0.25934
0.587,0.37676,0.19714,0.80584,0.58697
0.82648,0.62478,0.29553,0.84176,0.74463
0.83754,0.7436,0.36133,0.70103,0.71921
0.61458,0.62461,0.21375,0.55255,0.56509
0.5015,0.53543,0.2301,0.41511,0.47262
0.42999,0.45502,0.54175,0.53597,0.37487
0.67267,0.3012,0.24634,0.79934,0.2475
0.81712,0.25578,0.24634,0.83901,0.2158
0.75761,0.24068,0.21338,0.55868,0.22953
0.51215,0.28411,0.24646,0.40586,0.32831
0.39245,0.3953,0.67371,0.44572,0.33887
0.46632,0.36879,0.57507,0.57468,0.37711
0.71019,0.40119,0.45984,0.57761,0.12708
0.47946,0.05019,0.26294,0.45852,0.042
0.49888,0.02854,0.26294,0.54442,0.02364
0.5429,0.02448,0.67346,0.47062,0.06367
0.30626,0.15166,0.37781,0.50697,0.05902
