FPOGX,FPOGY,FPOGD
11,2,0.13122
10,3,0.19702
6,18,0.34528
5,18,0.39349
8,11,0.49268
8,9,0.26306
7,7,0.42706
7,5,0.41064
6,4,0.52576
16,12,0.22998
18,18,0.21381
19,19,0.39417
14,11,0.263
15,9,0.19702
10,5,0.21332
7,5,0.52557
17,17,0.24622
2,17,0.31207
7,11,0.55853
12,5,0.26288
9,6,0.32867
7,5,0.54211
9,9,0.23004
8,11,0.44324
7,12,0.45966
16,7,0.36151
12,8,0.21375
9,8,0.34485
8,8,0.23029
14,4,0.21375
8,3,0.23016
7,3,0.49292
14,7,0.29572
12,8,0.24634
11,8,0.29578
10,8,0.27942
15,5,0.31213
11,2,0.29547
9,2,0.31171
8,3,0.37799
9,3,0.27924
11,3,0.39441
12,3,0.57483
11,2,0.36151
9,1,0.37787
6,2,0.27924
8,10,0.44354
7,6,0.19708
8,1,0.27966
13,5,0.2464
10,5,0.26276
8,4,0.24634
7,3,0.36145
13,8,0.27899
9,5,0.2298
10,1,0.26337
10,2,0.31256
15,6,0.27905
11,4,0.2132
9,4,0.27936
7,4,0.34521
15,7,0.26294
10,4,0.27917
8,4,0.29559
6,3,0.70654
8,14,0.26276
4,19,0.75574
3,19,0.75592
7,8,1.34698
7,8,0.77216
6,9,1.83972
7,6,0.31213
8,5,0.24664
8,3,0.36157
8,3,0.37775
13,6,0.24622
9,5,0.39441
8,5,0.88727
8,4,0.78876
11,5,0.19696
11,5,0.24658
8,5,0.31201
7,5,0.50952
14,6,0.2464
10,4,0.31213
8,4,0.54211
14,6,0.2627
9,10,0.68988
10,7,0.37775
8,6,0.88715
13,7,0.36115
12,8,0.263
9,8,0.263
10,7,0.22955
13,6,0.26227
11,3,0.27924
9,3,0.31213
8,3,0.36133
14,7,0.32867
11,7,0.32904
9,6,0.37775
12,6,0.21362
15,7,0.24652
11,9,0.26288
9,9,0.31238
16,8,0.14801
14,10,0.29572
11,10,0.2793
9,10,0.31213
17,7,0.24628
15,7,0.23047
12,9,0.29553
11,9,0.22986
10,10,0.22998
12,9,0.19757
13,7,0.21338
11,6,0.26288
8,6,0.39398
11,7,0.19666
13,7,0.2464
10,5,0.31213
8,6,0.32843
10,5,0.21417
12,5,0.21362
9,4,0.31189
10,5,0.3454
16,8,0.26276
14,6,0.2135
11,5,0.26215
9,5,0.24622
9,6,0.32819
15,7,0.22998
10,9,0.31213
10,8,0.32849
15,8,0.31213
14,9,0.22986
10,11,0.26288
8,11,0.27954
7,11,0.36151
14,17,0.23004
3,15,0.24652
8,8,0.32861
8,7,0.27911
7,8,0.65698
15,8,0.2959
12,8,0.24628
9,9,0.21338
8,9,0.26251
16,8,0.23016
14,6,0.19708
10,3,0.29572
7,4,0.26288
8,7,0.2132
12,4,0.19733
8,2,0.45996
7,2,0.41089
14,7,0.2959
11,6,0.24628
9,3,0.47644
13,8,0.29523
12,8,0.31213
9,8,0.26276
10,8,0.21344
17,8,0.26276
14,7,0.26282
11,6,0.24634
7,6,0.41046
15,6,0.27942
8,2,0.50897
9,4,0.37787
15,6,0.22998
10,4,0.2464
8,3,0.29547
8,3,0.24652
13,4,0.19708
14,6,0.26282
9,5,0.34473
8,4,0.39453
13,7,0.22986
9,11,0.19727
3,16,0.26288
8,8,0.19714
15,6,0.24634
8,4,0.5257
16,6,0.22986
14,5,0.21332
11,3,0.2464
8,3,0.26288
7,3,0.34485
7,5,0.34491
8,6,0.39441
8,5,0.39447
11,5,0.21356
10,6,0.2301
8,8,0.27942
7,10,0.46014
14,7,0.21332
7,5,0.37775
7,4,0.39429
14,8,0.22986
12,9,0.19727
8,8,0.34503
7,9,0.36121
15,9,0.29572
12,9,0.27942
9,10,0.27917
7,10,0.37799
14,9,0.24646
9,9,0.26312
8,9,0.34473
14,7,0.19714
13,5,0.21338
9,4,0.34467
8,5,0.3288
6,9,0.19708
3,17,0.37787
16,18,0.39441
7,6,0.37799
8,9,0.68988
7,10,0.31201
6,10,0.26312
7,9,0.57483
6,10,0.24652
6,9,0.69
6,10,1.39624
6,8,0.44354
6,10,0.29602
6,12,0.32849
6,12,0.34515
6,10,0.36176
6,7,0.22986
7,6,0.26294
17,9,0.47626
14,9,0.21356
11,9,0.27954
7,10,0.42725
6,10,0.1806
6,10,0.3941
16,17,0.27942
15,18,0.2132
8,13,0.19696
7,9,0.36151
6,6,0.22986
6,4,0.49261
7,3,0.54224
